order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
0115f8bb1dc16d3fac863ce1deb037b6,17ec3674dce86b3240e0a333cc51112e,delivered,2017-06-30 19:13:15,2017-06-30 19:25:18,2017-07-03 11:59:40,2017-07-07 17:12:36,2017-07-21 00:00:00
011abf147a69ba486bae3a74b6cd1814,bdbdcd5b18193390b025df518afe94ba,delivered,2017-05-12 11:19:47,2017-05-12 11:30:24,2017-05-12 20:26:45,2017-05-22 11:22:47,2017-06-05 00:00:00
0128412231f9fe9d7e944eea5392fc6b,a7089cdfb6b910afd377368f3335b1e5,delivered,2018-08-22 15:38:10,2018-08-24 03:15:10,2018-08-24 16:46:00,2018-08-30 19:59:26,2018-08-31 00:00:00
013aa6ba5077072401773f83f1ee6408,4c91265edcfe58dd5ce2dcdb2fba7813,delivered,2018-07-25 11:31:15,2018-07-25 11:45:10,2018-08-02 13:27:00,2018-08-15 17:55:38,2018-08-20 00:00:00
014fc889637133d9075190ba873dfc03,20296443465a67e0ac27c5a61f685453,delivered,2018-01-18 14:36:40,2018-01-18 14:55:57,2018-01-22 22:41:39,2018-01-24 17:13:08,2018-02-02 00:00:00
016495aaab3fb481dc9decab2b4fdbfb,bd1b4c23a6f9365b44d99b2c7905cea2,delivered,2017-11-19 17:51:15,2017-11-21 03:48:25,2017-11-21 17:11:54,2017-11-22 17:52:46,2017-12-01 00:00:00
0168a7f186c1f066748d15d8c51f489a,ace839d3162a61fdbd51b08fc3e60a39,delivered,2017-05-13 18:14:49,2017-05-16 03:25:21,2017-05-17 11:51:01,2017-05-18 10:18:07,2017-05-24 00:00:00
01786fff06f2f7e8a83950c4b3b424ea,574e00dba47edb0c55e3b7e795eb8104,delivered,2017-12-16 12:04:31,2017-12-16 12:14:46,2017-12-18 15:49:19,2017-12-29 22:44:56,2018-01-05 00:00:00
0191b6a5a70bcbc6cdd39427f216602e,3f62271cc144183c56e7db438c8cba08,delivered,2018-08-22 09:40:25,2018-08-22 09:55:20,2018-08-22 16:04:00,2018-08-27 18:17:38,2018-09-13 00:00:00
0197416059c0e56b5344bf2188066317,bc0a84ea7543ac13807feccb5bfccf4b,canceled,2018-07-26 17:20:23,2018-07-26 17:30:19,,,2018-08-23 00:00:00
01978b8bae8292ffb4cee6abdf9b9089,a93aa8521621d68fc2a9bef496f701bb,delivered,2017-12-08 11:29:00,2017-12-12 03:57:24,2017-12-12 16:45:57,2018-01-03 18:47:38,2018-01-09 00:00:00
01b1a7fdae9ad1837d6ab861705a1fa5,a2da04a295c890e30103aeb5356163f0,delivered,2017-05-29 15:48:13,2017-05-29 16:02:58,2017-06-01 11:45:09,2017-06-07 14:07:04,2017-06-21 00:00:00
01b703d8365608f2b01ed9c076d0b3dc,475eec32deae43c1479b18acc1f7781d,delivered,2018-01-05 17:14:30,2018-01-06 17:08:23,2018-01-08 22:06:28,2018-01-19 00:48:52,2018-02-01 00:00:00
01ba72e24cf883d74c5479c0a626c740,edbaa972997d3e33faec1e1b6e0b7e43,delivered,2017-01-17 19:55:40,2017-01-18 02:10:52,2017-01-18 09:40:16,2017-01-25 13:52:35,2017-02-27 00:00:00
01bb5b3cb7df4da98ea2214d083784c4,a3b369b287f0fb3acdbd673d88cc3076,delivered,2017-05-28 15:00:23,2017-05-30 04:50:24,2017-05-30 08:34:01,2017-06-13 13:04:18,2017-06-19 00:00:00
01be2f7ca246adb9112cb75096af2ee0,9561fb5984d862e686beec844488550f,delivered,2018-02-12 17:47:45,2018-02-12 18:08:13,2018-02-16 01:54:59,2018-02-26 22:38:52,2018-03-06 00:00:00
01be661b8196707ef60f062632d6d1bd,e7232b4d5318177ea3ab911dfb920cbf,delivered,2017-05-17 10:26:53,2017-05-17 10:42:27,2017-05-17 15:00:10,2017-05-23 13:03:32,2017-06-07 00:00:00
01c1644529b18608f086d2ff0f3b8181,3c90bb0fba16e889f898e2da1df5fb32,delivered,2018-06-23 09:55:44,2018-06-26 05:12:58,2018-06-26 14:25:00,2018-07-05 20:24:21,2018-08-01 00:00:00
01c391e962558d0793e8dd8f6bad0999,54f4686e731120a05f1b88deebcfd894,delivered,2018-02-26 11:19:59,2018-02-26 11:35:26,2018-02-27 23:23:54,2018-03-14 14:02:50,2018-03-20 00:00:00
01c7b08f0c05952ce15edb928bb63d2d,378b80aaccaaf259cfd1389b968e4bb2,delivered,2018-04-02 16:59:53,2018-04-02 17:10:25,2018-04-05 13:03:32,2018-04-18 18:56:38,2018-05-02 00:00:00
01c886b4b865797097ab2d051ae30cfd,c8eaa92fb78e29a73b98bb005e08a45e,delivered,2017-08-09 12:34:24,2017-08-10 03:32:19,2017-08-15 19:10:02,2017-08-24 20:53:46,2017-09-06 00:00:00
01d72d42aaedb3736840132071d51100,7f19d565d956cc2fe3f01a860e841ae4,delivered,2018-03-20 12:44:02,2018-03-20 12:56:36,2018-03-22 21:13:15,2018-04-05 18:12:08,2018-04-12 00:00:00
02332b54c758506809fd87d9c2748086,b7fefe142962b04fa4d97b8bec20f8a1,delivered,2017-11-06 12:48:43,2017-11-06 16:58:07,2017-11-06 18:46:48,2017-12-11 21:52:38,2017-11-28 00:00:00
023faf5fac58639f7cf53cb7dd219859,affe45dfbbc85f104e46987acfae38b3,delivered,2018-01-14 20:18:38,2018-01-14 20:31:34,2018-01-20 10:45:40,2018-02-02 22:48:40,2018-02-06 00:00:00
024a74550cdbd36c0fe3955fc9e2bcf0,5837b288ad076175ff451a905d6153f9,delivered,2018-08-09 08:10:23,2018-08-09 08:50:19,2018-08-14 14:42:00,2018-08-15 18:28:43,2018-08-14 00:00:00
02557013eeaffd86a6cc5ffd80a4b54e,df578de48490fad348557aca8514d6be,delivered,2018-02-17 22:48:59,2018-02-17 23:06:52,2018-02-20 16:49:18,2018-02-22 11:06:23,2018-03-06 00:00:00
02605c218285d02df75a255f13396f1e,b1416ec5bad2d6fed050cd451470e76a,delivered,2017-01-31 17:43:09,2017-01-31 17:55:11,2017-02-01 02:07:32,2017-02-14 12:47:51,2017-03-13 00:00:00
02610d88ac343ed64988d2706ce3ebfd,e7214f2cd8744c2d6d53e74e226ad9de,delivered,2018-02-04 19:34:05,2018-02-06 04:33:11,2018-02-06 22:42:45,2018-02-22 13:27:53,2018-03-06 00:00:00
029863af4b968de1e5d6a82782e662f5,74179773f1f31f3af11c3b3b065115f1,delivered,2017-07-06 09:03:55,2017-07-06 09:15:11,2017-07-10 19:43:43,2017-07-13 20:42:36,2017-07-31 00:00:00
029f37989dcd7c9b928028086d68034b,953d151252d1305b272923cb0776a79b,delivered,2017-11-01 08:00:08,2017-11-01 08:15:19,2017-11-08 00:52:54,2017-11-14 20:09:17,2017-11-22 00:00:00
02a3c3a1c72dbff557b2f56fc0caa847,b4178949fd16cbd3f1f0c8b00e7773be,delivered,2018-08-07 13:01:58,2018-08-08 08:50:17,2018-08-09 13:22:00,2018-08-13 20:12:10,2018-08-20 00:00:00
02b9a87c19eb57b9ebaebb3a6850de9f,d339519755a16bc40e45c2491af7b918,delivered,2017-10-25 15:26:03,2017-10-25 15:46:00,2017-10-27 18:09:57,2017-11-06 23:26:20,2017-11-17 00:00:00
02bcd06d9bfda1c2a4037560bed7b90f,888aec5eec463be5a9aba99e3dfd97b0,delivered,2018-04-16 17:47:15,2018-04-16 19:11:35,2018-04-17 16:42:44,2018-04-20 18:05:56,2018-05-07 00:00:00
02bd584dedf7373cb07b6540cadf9a76,e20a0968702ce304cc5f98ad6094ee18,delivered,2018-08-04 21:43:05,2018-08-04 21:50:14,2018-08-08 14:37:00,2018-08-14 17:12:08,2018-08-28 00:00:00
02e723e8edb4a123d414f56cc9c4665e,6e9f7d9e943f9c0bdea278d9d7a1c9b9,canceled,2017-08-18 14:30:19,,,,2017-09-21 00:00:00
02e7b3980e9984556bb3a764306f3e31,8ffbe0a28823d2a5ff88a9e4b1b7526c,delivered,2018-03-18 11:11:07,2018-03-18 11:27:57,2018-03-19 18:05:06,2018-04-03 14:20:55,2018-04-13 00:00:00
02ebcb8b63b7e61be9514866e432d1d8,f6684db0118cdcdbe308f6de0287035c,delivered,2018-01-25 12:06:19,2018-01-25 12:19:11,2018-01-25 20:33:37,2018-02-05 18:13:11,2018-02-20 00:00:00
030475e22d114f70be1a265fee326192,09fdefd1702f72c144ad0de71d639900,delivered,2018-04-23 16:06:44,2018-04-24 19:10:38,2018-04-24 16:50:50,2018-04-26 17:24:47,2018-05-16 00:00:00
0311da9b3ac095a57a2662813e179bcb,34b18316e1c66360c7d2603da9a8b0f3,delivered,2018-02-20 21:24:12,2018-02-20 21:47:16,2018-02-21 20:27:04,2018-03-12 17:40:51,2018-03-15 00:00:00
031f488d7e8549b5d8af94f5a3e9300e,46dcf912d282f0e1aa9c3278ec488723,delivered,2018-03-04 11:20:09,2018-03-04 11:30:45,2018-03-05 18:12:40,2018-03-26 22:04:49,2018-03-21 00:00:00
033bac5f45a9d0cf7be5e47f03ed1e44,b0ea223f5d75e25779fd005154765c3f,delivered,2017-02-05 17:01:06,2017-02-05 17:10:10,2017-02-07 13:28:10,2017-02-16 14:54:00,2017-03-07 00:00:00
035518626172ac1884aa3825eb7d1379,725de95aaf5722261b06d055a7b706e7,delivered,2017-06-05 15:13:04,2017-06-05 15:25:19,2017-06-07 12:47:35,2017-06-14 17:34:39,2017-06-29 00:00:00
0371bb519b3c4b04bed0460608ce6c59,672ed40727c0f5acb2a1439d107a5a82,delivered,2017-08-06 16:50:28,2017-08-06 17:03:02,2017-08-07 21:06:01,2017-08-11 22:30:01,2017-08-29 00:00:00
0372d2e3d0ac2600aa8e08e6c46cb7dc,cf9d02b5881ac8b8c6c2c5d4be462589,delivered,2017-10-02 12:47:27,2017-10-02 13:24:27,2017-10-03 17:25:54,2017-10-06 18:42:10,2017-10-27 00:00:00
038297c93a230b204ceeca7e2720b464,a51b2e9f1088010982a0bcf451a4de6d,delivered,2018-02-10 22:17:24,2018-02-15 04:07:47,2018-02-16 16:56:48,2018-03-02 14:59:04,2018-03-09 00:00:00
038862523957395d9316afa8b8b70976,a08ee5910f78d3f2b79a0e861d0c6d6b,delivered,2018-05-29 23:02:46,2018-05-31 03:36:10,2018-06-04 15:41:00,2018-06-06 02:19:39,2018-06-18 00:00:00
03a54d3b0f15ac01bad656997420d3bb,574478d054c2bae93a3c66c8a32f4fd5,delivered,2018-05-28 19:15:19,2018-05-30 02:32:21,2018-05-30 13:50:00,2018-06-06 19:14:48,2018-06-26 00:00:00
03aba68b07658f28f29612641f08d4ba,a7ab31829dc9a10f37e82b1e1afd26b6,delivered,2018-08-08 14:27:15,2018-08-09 08:50:17,2018-08-14 18:00:00,2018-08-21 15:33:32,2018-08-27 00:00:00
03b89e8b0ef3ba18cc903dbaa7aff107,5323a8b4980e72ece631b3f3e77642a5,delivered,2018-07-08 20:33:28,2018-07-08 20:45:12,2018-07-09 12:55:00,2018-07-12 19:08:45,2018-07-26 00:00:00
03dbf3a42789c67ed5e2198f08d997dc,f63aa9fceef15019d51c24510d8d6c30,delivered,2018-03-04 13:20:26,2018-03-04 13:35:38,2018-03-06 02:57:00,2018-03-28 19:03:04,2018-03-21 00:00:00
03dde7ab63940fbffd10162a74347e95,5934b56aaab3f88d76e0f002d7eb8802,delivered,2017-06-10 17:57:12,2017-06-10 18:10:23,2017-06-14 06:19:41,2017-06-16 14:05:51,2017-06-29 00:00:00
03ebfa9712b7dbc7031291856263b314,4024b83c510f004326fbcf0671738663,delivered,2018-03-23 11:20:04,2018-03-23 18:48:53,2018-03-26 21:17:58,2018-03-27 15:04:27,2018-04-05 00:00:00
03f2f876bfee9ea9a502ec0d8a664e4c,b31e3de2a253154bdd28a4f1f252b1ed,delivered,2017-11-29 19:35:55,2017-11-29 19:57:15,2017-11-30 18:04:14,2017-12-01 15:34:41,2017-12-15 00:00:00
0412356b9ae3ad8db617e892afb02204,d8c75086006d46bf0e3f33b17a2404b9,delivered,2018-06-19 08:43:13,2018-06-20 02:55:01,2018-06-25 15:01:00,2018-06-29 20:18:33,2018-07-16 00:00:00
043671e7714932580dc35789804ffbcc,6a4ddebfbf47946b17af9d23bca8208c,delivered,2018-01-18 17:05:20,2018-01-18 17:16:23,2018-01-19 16:49:05,2018-01-22 20:54:05,2018-02-05 00:00:00
0446b999e57cddf002396ed4baa07074,18391e6f0c771e4f2cc815e155e61d53,delivered,2017-09-25 07:05:47,2017-09-25 07:15:14,2017-09-27 16:53:01,2017-10-02 16:29:08,2017-10-17 00:00:00
044b08f176981f660b98a85c559ad57d,de50f74e6eaf84cfbf83ee0c30ff3575,delivered,2018-07-18 18:43:04,2018-07-18 18:55:20,2018-07-19 11:50:00,2018-07-24 21:18:37,2018-08-01 00:00:00
044d94a4ac73b24fe28ff5293ac35bd8,482d1baa7d2f9c4d4b54ae09215d39c8,delivered,2017-06-19 14:56:36,2017-06-20 14:50:17,2017-06-21 08:11:54,2017-06-26 08:23:37,2017-07-19 00:00:00
045acee11e62afca7764429c5710dac9,0c443d05e8d9a031f5a2f4d8eeeb3fd1,delivered,2018-03-17 14:07:59,2018-03-17 14:28:35,2018-03-20 17:26:24,2018-04-11 17:44:54,2018-04-06 00:00:00
045e9ebd4d41affc66333d58c3d107c1,359657fc25081d620ff7caa59068e261,delivered,2017-03-01 19:28:08,2017-03-01 19:42:17,2017-03-07 14:33:43,2017-03-13 13:05:17,2017-03-27 00:00:00
04814d2760b610101075888832621881,25631315ece1d1541fbede2ef9b2b379,delivered,2018-04-30 11:49:11,2018-04-30 12:15:23,2018-05-02 13:35:00,2018-05-06 15:47:38,2018-06-01 00:00:00
0487b772aa23074a39079a6967041b72,748e48c353e795b7303618bf785991bb,delivered,2018-07-24 12:47:13,2018-07-24 13:24:34,2018-07-26 14:56:00,2018-07-30 23:08:43,2018-08-09 00:00:00
048cc31326007f07b576b46beddecc12,70f6d4250ddb2f73a361c100195addfc,delivered,2017-12-07 11:56:06,2017-12-08 02:54:34,2017-12-12 21:18:55,2017-12-15 16:10:26,2018-01-02 00:00:00
0492eead55cd90ba9690387cca2baa20,821cfae6c6dc3f7fa663f1716f837f0e,delivered,2018-07-22 21:40:20,2018-07-24 11:32:21,2018-07-25 13:37:00,2018-07-26 21:08:46,2018-07-31 00:00:00
0494d7ef89583fcaf33a1cea4bcfeec2,533d844e0a43ffa5f3b7d6dbe40ebbc5,delivered,2017-08-21 19:05:01,2017-08-23 02:47:48,2017-08-24 16:11:31,2017-09-05 23:40:23,2017-10-05 00:00:00
049db9aade07d0056ead438e182f2b52,d075570ed98e1a5bf9b6355be0f89b57,delivered,2018-07-09 21:25:55,2018-07-11 03:10:17,2018-07-11 13:21:00,2018-07-13 22:23:46,2018-07-25 00:00:00
04a18000a647d0f0f842ca489dd4a464,ec2b17a04abb80772ab4e8949e3dca27,delivered,2018-03-21 14:03:09,2018-03-21 14:48:45,2018-03-22 20:29:37,2018-03-28 21:07:12,2018-04-10 00:00:00
04a28263e085d399c97ae49e0b477efa,fef2e5e63da9f3e1dd89e8e319468657,delivered,2018-02-02 18:01:10,2018-02-02 18:31:27,2018-02-21 02:38:29,2018-03-11 11:32:24,2018-03-05 00:00:00
04a772c0620384a8776c4fbcf4af5c01,cf2ca98ff50dd7bc444ed0cb47a21d14,delivered,2017-11-29 13:25:18,2017-11-29 13:37:16,2017-12-01 19:28:43,2017-12-28 21:05:16,2017-12-28 00:00:00
04b16351c3a70c83b9f8f1fe295cb450,bf5c3a54675e9a5b3dd58af952adeaff,delivered,2017-04-22 14:49:56,2017-04-25 08:02:54,2017-04-25 11:30:35,2017-04-28 07:33:27,2017-05-15 00:00:00
04bef466ed85bb9eca9a6165d765574c,043e4ab7fb6ce15a641ee24c596a1e4e,delivered,2018-01-22 22:22:59,2018-01-22 22:33:19,2018-01-24 18:21:34,2018-02-23 18:28:54,2018-02-22 00:00:00
04c28d1572e04b2b3e5b80ca7559e750,ad72f2a64075d63311e1bf4daf91e173,delivered,2018-05-27 23:56:01,2018-05-28 00:15:36,2018-05-28 15:46:00,2018-06-20 20:44:38,2018-07-19 00:00:00
04eb8bac62618bbc56c582cd49493669,b9d3b0749093e5cbd5c5017ec08f0ade,delivered,2017-05-16 09:12:37,2017-05-16 09:25:16,2017-05-17 15:10:53,2017-05-23 08:32:51,2017-06-14 00:00:00
05086b5a715c97d1971784b6ae899a6d,3cec5fcde75cb301d296c334e846f8e7,delivered,2018-06-26 13:01:38,2018-06-26 13:16:17,2018-06-29 14:16:00,2018-06-30 19:06:58,2018-07-11 00:00:00
05104976125ea1e5cc04bc1f506a436a,161045ee99ad91883dbc1a6d26127785,delivered,2018-08-14 11:44:44,2018-08-15 22:44:03,2018-08-20 13:31:00,2018-08-25 15:15:32,2018-08-24 00:00:00
05452881e2846549b81d39249bb66ad7,1ff911e9682875f08a0f44bad0807455,delivered,2018-02-04 22:04:37,2018-02-05 22:35:33,2018-02-06 23:53:04,2018-02-07 22:11:23,2018-02-26 00:00:00
05535f67cf6802000ad3107136cff4bf,4b339b812b88b697ecbe6f20baae7e99,delivered,2017-09-14 14:53:35,2017-09-14 15:05:57,2017-09-15 15:54:58,2017-09-21 19:09:28,2017-10-02 00:00:00
0556fe7a6dbdc95276ba0513ee5f0471,8e8ece09f913df64cbdcf2188e9a7d85,delivered,2017-11-25 19:14:14,2017-11-26 11:15:21,2017-11-29 22:41:43,2017-12-13 14:54:45,2017-12-15 00:00:00
0573b5e23cbd798006520e1d5b4c6714,c4e17eff78176dfe3401f03db0346f85,delivered,2017-07-04 20:32:10,2017-07-06 03:15:36,2017-07-06 13:27:31,2017-07-13 19:34:27,2017-07-26 00:00:00
057e8245e6408a7f5db33b517c481617,a4712004cd61cd9a1645946cadccfbb1,delivered,2018-03-04 18:57:57,2018-03-04 19:15:33,2018-03-06 00:06:29,2018-03-12 17:58:48,2018-03-21 00:00:00
0583457e98d0d734222af5237cd8fa94,ebac8d83849c9bd3204e23675e26a5e5,delivered,2018-04-10 15:25:53,2018-04-10 15:50:24,2018-04-11 20:46:24,2018-04-17 18:56:42,2018-05-11 00:00:00
058ff573aef21e528adcab8b8717c43a,70856b1e2541638130dd5073344401a1,delivered,2017-09-18 15:30:12,2017-09-18 15:45:28,2017-09-19 17:54:18,2017-10-05 19:44:53,2017-11-07 00:00:00
05981a7bf1a18eb991af55a8a8dbdf83,888c9e6c1b81d921be22d597e458b16b,delivered,2017-11-24 16:03:41,2017-11-24 19:52:38,2017-11-30 23:56:57,2017-12-19 19:16:59,2017-12-14 00:00:00
05a82511dd29bef74d8003b015912fd6,ebf7e7691b7e62b2df6bbb5621bf6557,delivered,2017-09-11 21:54:03,2017-09-11 22:10:33,2017-09-14 20:17:48,2017-09-25 12:14:53,2017-10-24 00:00:00
05bef443b850685058070c9e781988e8,4ff3f3945300d8e040f2906998401e92,delivered,2018-05-30 16:33:11,2018-06-01 10:52:26,2018-06-01 13:54:00,2018-06-26 19:03:40,2018-07-05 00:00:00
05ce7829fca9c640cd884ba446956158,16098d97a1d12a6152a14e9d930beb8f,delivered,2018-01-04 12:03:56,2018-01-05 20:37:35,2018-01-08 15:49:08,2018-01-15 20:46:08,2018-01-31 00:00:00
05d46826bd0fb605d6b00e30e9141882,c5a9ffc867b51a706a06ac6e1e3fa61a,delivered,2018-08-27 19:21:58,2018-08-27 19:35:20,2018-08-28 19:02:00,2018-08-29 17:28:25,2018-09-11 00:00:00
05e19ab996b114339f316bf41b359d52,0a89509ed51bf4b266a89f0dde0fa883,delivered,2018-05-16 21:21:07,2018-05-16 21:36:18,2018-05-17 14:23:00,2018-05-25 22:33:38,2018-06-07 00:00:00
05eb212cd5b01c76bdb5215a49df19b6,efeb1f8a504d300879922d4cd4a8a0d4,processing,2017-06-28 21:28:34,2017-06-28 21:45:14,,,2017-07-20 00:00:00
05f8021cf7217f1990addecad0e24b7a,1b4f0369610bd9e4d237aab3a993bdcd,delivered,2018-08-10 20:50:51,2018-08-10 21:04:25,2018-08-22 14:49:00,2018-08-28 13:08:52,2018-09-11 00:00:00
061a6c0d2222c7c9f49a21e108579b49,546c427cda01bf664853d185e4cde13b,delivered,2017-02-08 18:28:10,2017-02-08 18:42:51,2017-02-14 11:35:31,2017-02-23 19:18:37,2017-03-29 00:00:00
061b74bca735bb2c1953e40bc098101d,0c8050459705eab48d6faf4b118109be,delivered,2017-11-22 20:40:31,2017-11-22 20:48:26,2017-11-24 17:14:40,2017-11-27 13:47:17,2017-12-07 00:00:00
061cc2095125b495f7221ed85a706c07,208abfb07a2f4c1de66445c9286f5c33,delivered,2018-04-13 19:43:09,2018-04-13 19:55:14,2018-04-16 23:07:37,2018-04-30 18:53:48,2018-05-08 00:00:00
0635e2196d30b3003d5381ca15cb3d87,27b08a44041d90a2f35e381a9db0d379,delivered,2018-05-03 14:37:40,2018-05-04 03:32:03,2018-05-04 11:51:00,2018-05-21 21:41:39,2018-06-05 00:00:00
063b573b88fc80e516aba87df524f809,285195a5b585842e25bd1ef9015a8413,shipped,2016-10-07 19:17:00,2016-10-07 19:29:20,2016-10-30 10:23:36,,2016-12-01 00:00:00
0650ef96422834cca0cc7799efbf6307,8e0193c71b2b59a05148996de6841d58,delivered,2017-02-04 12:46:02,2017-02-04 13:10:31,2017-02-06 14:15:22,2017-02-14 07:57:37,2017-03-07 00:00:00
0659ee4a8b8b8da8337c94d35e423c74,f5dcbb401660482ff93b39d3aa1edb7a,delivered,2017-11-24 14:30:49,2017-11-24 16:34:52,2017-11-27 13:58:15,2017-12-01 22:44:43,2017-12-20 00:00:00
065c05543ebdfd79fb629b2b4a6ab904,51d502a84c571171762fbda013cb4e09,invoiced,2018-03-20 18:02:29,2018-03-20 18:15:27,,,2018-04-02 00:00:00
065d95bb9e6d5bbc0a5a2c40579b16e5,e92376215b80c2c97a67489e50927147,delivered,2018-05-08 09:38:47,2018-05-08 09:55:32,2018-05-10 19:05:00,2018-05-11 23:04:51,2018-05-21 00:00:00
066783a7a5bfa25f21a22e17c7ec9137,381e00b3603ba05314ee7c9548ef7b6a,delivered,2017-04-22 14:01:05,2017-04-22 14:10:19,2017-04-24 18:56:04,2017-05-08 13:53:14,2017-05-17 00:00:00
067c946a70abc2e1e8d9185ae309b48a,45d13f49d630df78bccfa2a05aca18a9,delivered,2017-07-07 09:20:11,2017-07-07 09:30:11,2017-07-07 17:59:52,2017-07-17 19:26:13,2017-08-08 00:00:00
068c0507e1af74b156beee1db2deed7a,d9983bf03f76f720635b689e1de6059c,shipped,2017-06-26 13:23:19,2017-06-26 13:35:10,2017-06-26 15:42:44,,2017-07-26 00:00:00
0691811195a83594b0377267a8050e6f,abd0bfdbe2c7a12636b1c25a87cf38c9,delivered,2017-07-02 23:50:22,2017-07-04 04:44:36,2017-07-06 12:40:48,2017-07-07 18:39:48,2017-07-14 00:00:00
069370014d6465fb28770cd9449402c5,7e0e83d690e02b4ca1eeb1bb4386a304,delivered,2017-11-21 20:32:21,2017-11-21 20:39:33,2017-11-27 22:04:13,2017-12-22 18:33:47,2017-12-14 00:00:00
06b491ece3a9bd260341c1ad36870e8b,13ef9caa1bc8b42f3e24addaf15ea7be,delivered,2017-06-01 20:38:54,2017-06-03 06:42:52,2017-06-05 13:56:11,2017-06-12 12:57:51,2017-06-28 00:00:00
06d8cb692ed19b092adaaf5337d01a39,485d59ed46bda4a60ac9ab15c32ec63c,delivered,2018-08-03 10:50:18,2018-08-03 11:04:11,2018-08-07 15:22:00,2018-08-10 17:24:34,2018-08-16 00:00:00
06da8e499e3e6c47151b945f8c9eaab3,b12bae899f1c75498d7c096e41acaeb2,delivered,2017-06-28 18:09:28,2017-06-29 18:23:46,2017-07-03 18:03:38,2017-07-04 16:12:24,2017-07-11 00:00:00
06db57a9e774a7fbdb7c8ee188baef65,54ba530ce202f1554612132ba1d8b42a,delivered,2017-10-17 14:02:53,2017-10-17 14:14:37,2017-10-18 18:38:50,2017-10-24 17:07:58,2017-11-09 00:00:00
06f4be78b76ba6a42605efa4ce7544d7,24f68e18ddb48a182d88e0fe261776c1,delivered,2017-02-07 16:34:29,2017-02-07 16:45:19,2017-02-21 05:11:57,2017-02-24 14:21:39,2017-03-15 00:00:00
070a62ae87136bfbe6ef6d0e2883cda5,6957a0b44d49ff48e3bb939fe3432f41,delivered,2018-06-23 19:34:03,2018-06-26 05:37:28,2018-07-23 14:05:00,2018-08-04 00:08:26,2018-08-09 00:00:00
