geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
02252,-23.479800809885138,-46.587205776155606,sao paulo,SP
02258,-23.474218054677124,-46.57682493075191,são paulo,SP
02258,-23.47450585567546,-46.58105828351319,sao paulo,SP
02259,-23.470237824096,-46.58174276562187,sao paulo,SP
02259,-23.470237824096,-46.58174276562187,são paulo,SP
02259,-23.47071378628314,-46.58208137093889,sao paulo,SP
02273,-23.463870432973618,-46.58745853511452,sao paulo,SP
02273,-23.46466570191586,-46.58717303427778,sao paulo,SP
02273,-23.466355001748386,-46.587556460874424,sao paulo,SP
02273,-23.466658169859766,-46.588163170552264,sao paulo,SP
02274,-23.46796276213291,-46.58983726464307,sao paulo,SP
02281,-23.45238144357944,-46.577847811487814,sao paulo,SP
02281,-23.45238144357944,-46.577847811487814,sao paulo,SP
02281,-23.45238144357944,-46.577847811487814,sao paulo,SP
02281,-23.45243406116505,-46.57844570991677,sao paulo,SP
02309,-23.47186502109182,-46.604609564948895,sao paulo,SP
02309,-23.476685102140895,-46.604951879133196,sao paulo,SP
02310,-23.46932049071554,-46.59856982851203,sao paulo,SP
02310,-23.46932049071554,-46.59856982851203,sao paulo,SP
02310,-23.474858291419036,-46.60229437483404,sao paulo,SP
02310,-23.475325233135234,-46.60273184929882,sao paulo,SP
02310,-23.475325233135234,-46.60273184929882,sao paulo,SP
02310,-23.475325233135234,-46.60273184929882,sao paulo,SP
02311,-23.467841015263435,-46.600666946852066,sao paulo,SP
02311,-23.467841015263435,-46.600666946852066,são paulo,SP
02311,-23.46882389064574,-46.601343555369624,sao paulo,SP
02311,-23.469038612268445,-46.59993335789716,sao paulo,SP
02312,-23.464756215101836,-46.6010855044434,sao paulo,SP
02313,-23.46206875659298,-46.601723436436075,sao paulo,SP
02313,-23.463489280961436,-46.59921306457936,sao paulo,SP
02313,-23.467648757141248,-46.59419141090085,sao paulo,SP
02316,-23.46319456341969,-46.59228813558195,sao paulo,SP
02322,-23.4447936813723,-46.5929459583646,são paulo,SP
02322,-23.444815725229375,-46.5910403680247,sao paulo,SP
02322,-23.444815725229375,-46.5910403680247,sao paulo,SP
02322,-23.444815725229375,-46.5910403680247,sao paulo,SP
02322,-23.444815725229375,-46.5910403680247,sao paulo,SP
02322,-23.444815725229375,-46.5910403680247,são paulo,SP
02328,-23.61165592581543,-46.753827296738244,sao paulo,SP
02328,-23.61165592581543,-46.753827296738244,são paulo,SP
02334,-23.484277315759584,-46.61810988346533,sao paulo,SP
02334,-23.48472072967278,-46.617882977523195,sao paulo,SP
02334,-23.48472072967278,-46.617882977523195,sao paulo,SP
02335,-23.482062084915544,-46.61966148499637,sao paulo,SP
02336,-23.480959988054774,-46.61360747515727,sao paulo,SP
02345,-23.46904849209415,-46.61265821120669,sao paulo,SP
02358,-23.447995249679384,-46.607430383288076,sao paulo,SP
02358,-23.447995249679384,-46.607430383288076,são paulo,SP
02358,-23.448881585381443,-46.60837319525262,sao paulo,SP
02366,-23.439484341104503,-46.59159597890817,sao paulo,SP
02366,-23.439484341104503,-46.59159597890817,sao paulo,SP
02366,-23.439484341104503,-46.59159597890817,sao paulo,SP
02366,-23.439484341104503,-46.59159597890817,sao paulo,SP
02366,-23.439484341104503,-46.59159597890817,sao paulo,SP
02366,-23.439484341104503,-46.59159597890817,sao paulo,SP
02366,-23.439484341104503,-46.59159597890817,sao paulo,SP
02366,-23.439484341104503,-46.59159597890817,sao paulo,SP
02366,-23.439484341104503,-46.59159597890817,sao paulo,SP
02366,-23.439484341104503,-46.59159597890817,são paulo,SP
02366,-23.457465880120694,-46.71210659627954,sao paulo,SP
02366,-23.559833980412265,-46.75497167611183,sao paulo,SP
02376,-23.458816403831715,-46.628303804605004,sao paulo,SP
02410,-23.47619679739165,-46.62374121288013,sao paulo,SP
02410,-23.476278688037397,-46.62374967291818,sao paulo,SP
02410,-23.476278688037397,-46.62374967291818,sao paulo,SP
02410,-23.476278688037397,-46.62374967291818,sao paulo,SP
02420,-23.473409605603344,-46.63727832930353,sao paulo,SP
02420,-23.473409605603344,-46.63727832930353,sao paulo,SP
02420,-23.473409605603344,-46.63727832930353,são paulo,SP
02422,-23.470648281983976,-46.63448885330952,sao paulo,SP
02422,-23.470699389953253,-46.63347591257428,sao paulo,SP
02422,-23.472043858445417,-46.6314043627446,sao paulo,SP
02433,-23.4806576014484,-46.636674914796,são paulo,SP
02433,-23.4806576014484,-46.636674914796,são paulo,SP
02433,-23.481898176524865,-46.63552529309248,sao paulo,SP
02433,-23.481898176524865,-46.63552529309248,sao paulo,SP
02435,-23.479009596168286,-46.637797688181635,sao paulo,SP
02443,-23.473387414103502,-46.64749129087078,sao paulo,SP
02443,-23.473387414103502,-46.64749129087078,sao paulo,SP
02443,-23.473387414103502,-46.64749129087078,sao paulo,SP
02443,-23.473387414103502,-46.64749129087078,sao paulo,SP
02443,-23.473387414103502,-46.64749129087078,sao paulo,SP
02443,-23.473387414103502,-46.64749129087078,sao paulo,SP
02443,-23.474234179294825,-46.64585120621502,sao paulo,SP
02443,-23.474234179294825,-46.64585120621502,sao paulo,SP
02443,-23.474726517629364,-46.64696216625307,sao paulo,SP
02451,-23.498906073163536,-46.64201796734461,sao paulo,SP
02451,-23.498906073163536,-46.64201796734461,sao paulo,SP
02451,-23.498906073163536,-46.64201796734461,sao paulo,SP
02451,-23.498906073163536,-46.64201796734461,sao paulo,SP
02451,-23.498906073163536,-46.64201796734461,sao paulo,SP
02451,-23.499444614490137,-46.64175542506776,sao paulo,SP
02451,-23.499444614490137,-46.64175542506776,sao paulo,SP
02451,-23.499444614490137,-46.64175542506776,sao paulo,SP
02451,-23.499444614490137,-46.64175542506776,sao paulo,SP
02451,-23.499444614490137,-46.64175542506776,sao paulo,SP
02451,-23.499444614490137,-46.64175542506776,são paulo,SP
02451,-23.499444614490137,-46.64175542506776,são paulo,SP
02461,-23.490208559018285,-46.6399365802597,sao paulo,SP
02462,-23.48914178351319,-46.641786307519205,sao paulo,SP
02462,-23.4921428798257,-46.64402026672054,sao paulo,SP
02462,-23.492381395781635,-46.640483360811345,sao paulo,SP
02465,-23.479916059957244,-46.66170451180098,sao paulo,SP
02467,-23.488927815713513,-46.64645939676257,sao paulo,SP
02467,-23.488927815713513,-46.64645939676257,sao paulo,SP
02467,-23.491769479600663,-46.64746691548848,sao paulo,SP
02467,-23.491769479600663,-46.64746691548848,sao paulo,SP
02471,-23.480111843373205,-46.652357306206184,são paulo,SP
02471,-23.481238798776634,-46.65374710338163,sao paulo,SP
02472,-23.475392182353247,-46.65343302997862,sao paulo,SP
02472,-23.47591129032252,-46.653348928674454,sao paulo,SP
02521,-23.50402072217096,-46.66486670260835,sao paulo,SP
02532,-23.496626808211698,-46.658323378152275,são paulo,SP
02537,-23.490705698857436,-46.65243304579032,sao paulo,SP
02542,-23.48426579516995,-46.658220653067104,são paulo,SP
02542,-23.48426579516995,-46.658220653067104,são paulo,SP
02542,-23.485946301690824,-46.66136034332621,sao paulo,SP
02542,-23.48938845045876,-46.658571532748574,são paulo,SP
