order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
013aa6ba5077072401773f83f1ee6408,1,9ab817d90bc61ed772ffea01b4cdcdb6,db2956745b3a8e9f3785c99f34b5d25e,2018-08-03 11:45:10,159.00,19.21
014fc889637133d9075190ba873dfc03,1,6e77b89d36e50217e6793780a8ce5c82,ea8482cd71df3c1969d7b9473ff13abc,2018-01-24 14:55:57,37.99,7.78
016495aaab3fb481dc9decab2b4fdbfb,1,9a060643636bd1e41788cb32262ac9ef,6e864f5c4669eff3d98140a07cc50202,2017-11-27 03:48:25,15.00,7.78
0168a7f186c1f066748d15d8c51f489a,1,521a361808bedd9fffb32181e501e09b,5b179e9e8cc7ab6fd113a46ca584da81,2017-05-22 03:25:21,149.90,8.30
01786fff06f2f7e8a83950c4b3b424ea,1,382132cf96c88a277a65226833af5f61,b2ba3715d723d245138f291a6fe42594,2017-12-21 12:14:46,59.90,9.34
0191b6a5a70bcbc6cdd39427f216602e,1,9c98b59719a74f32903537bc5c9262ce,acce39e832338debb07b02385cde5967,2018-08-24 09:55:20,139.90,27.96
0197416059c0e56b5344bf2188066317,1,6592908f0a4f6e2de91310126cd1b08d,87e24fc7052259b1f7f607d61c10d8be,2018-08-07 17:30:19,399.90,21.71
01978b8bae8292ffb4cee6abdf9b9089,1,7bcf2266b78ccc737b8f26f925d3c5d4,1464afc72f696af775557a821c2e253f,2017-12-18 03:57:24,42.90,15.10
01b1a7fdae9ad1837d6ab861705a1fa5,1,3fae92f8d0ebb3317991934a6d717c47,1900267e848ceeba8fa32d80c1a5f5a8,2017-06-02 16:02:58,49.99,16.17
01b1a7fdae9ad1837d6ab861705a1fa5,2,9b02b650be0a39d8590be7d35be443f9,ad273c9eb54ecb4532de4bf75bae9e4e,2017-06-02 16:02:58,59.00,10.68
01b703d8365608f2b01ed9c076d0b3dc,1,81efaa22f3868f00c8ef1879cccc3c03,897060da8b9a21f655304d50fd935913,2018-01-15 17:08:23,46.55,12.69
01ba72e24cf883d74c5479c0a626c740,1,fb060ad9a8625b626189641799bccf89,b1204cfda1d4948679db3cfc0d3cb95c,2017-01-21 19:55:40,44.60,14.52
01bb5b3cb7df4da98ea2214d083784c4,1,476f613bc92f3a20cf80a586fa45a232,da8622b14eb17ae2831f4ac5b9dab84a,2017-06-05 04:50:24,39.90,12.69
01be2f7ca246adb9112cb75096af2ee0,1,ad88641611c35ebd59ecda07a9f17099,c826c40d7b19f62a09e2d7c5e7295ee2,2018-02-16 18:08:13,157.77,14.85
01be661b8196707ef60f062632d6d1bd,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2017-05-24 10:42:27,89.90,12.13
01be661b8196707ef60f062632d6d1bd,2,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2017-05-24 10:42:27,89.90,12.13
01c1644529b18608f086d2ff0f3b8181,1,8b41f2becf919f6177cca1ff15dfd311,ba143b05f0110f0dc71ad71b4466ce92,2018-07-02 05:12:58,103.99,31.60
01c391e962558d0793e8dd8f6bad0999,1,e95fb3a80ca294f39de925b6428f3a32,d2374cbcbb3ca4ab1086534108cc3ab7,2018-03-02 11:31:11,78.90,17.80
01c7b08f0c05952ce15edb928bb63d2d,1,edd087ed331c3ce178ec3489b9ecf117,1bb2bdb95f4841f1bba2c0d2cd83d3c9,2018-04-06 17:10:25,274.95,26.04
01c886b4b865797097ab2d051ae30cfd,1,7d50930301709838d8e90dcac5cfaa84,9616352088dcf83a7c06637f4ebf1c80,2017-08-18 03:30:12,59.90,16.86
01d72d42aaedb3736840132071d51100,1,8d39a63db6a98e40571f486e0c711cf7,c826c40d7b19f62a09e2d7c5e7295ee2,2018-03-26 12:56:36,147.20,18.91
02332b54c758506809fd87d9c2748086,1,4100a608bd0aa524b06ffefba973707b,2a61c271b1ac763450d846849783e922,2017-11-10 13:07:08,32.99,21.15
023faf5fac58639f7cf53cb7dd219859,1,169e1fedd1319ca92e90e057e7123005,e9779976487b77c6d4ac45f75ec7afe9,2018-01-18 20:31:04,69.49,16.25
024a74550cdbd36c0fe3955fc9e2bcf0,1,5348b1bdd951b67a4d2a58992e2233ed,ea8482cd71df3c1969d7b9473ff13abc,2018-08-13 08:50:19,27.99,7.46
02557013eeaffd86a6cc5ffd80a4b54e,1,4ce8f190d8026353d3d91d907ad68f23,157c3e4b42f81ac4a44e8b1ca2fe9876,2018-02-21 22:06:52,90.00,9.44
02557013eeaffd86a6cc5ffd80a4b54e,2,4ce8f190d8026353d3d91d907ad68f23,157c3e4b42f81ac4a44e8b1ca2fe9876,2018-02-21 22:06:52,90.00,9.44
02605c218285d02df75a255f13396f1e,1,05c693a8085dad009cebdcf2830ab738,ef506c96320abeedfb894c34db06f478,2017-02-05 17:43:09,34.99,24.84
02610d88ac343ed64988d2706ce3ebfd,1,ce169d5f9421a6f21e41a7bf54d0b98e,8b321bb669392f5163d04c59e235e066,2018-02-12 04:31:55,28.00,15.11
029863af4b968de1e5d6a82782e662f5,1,49ebaaba28aca545f9a5ff9fc17ae988,784ba75dd9d20200c4caed3d7a77141a,2017-07-13 09:15:11,25.99,15.10
029f37989dcd7c9b928028086d68034b,1,0f5d0170c03b333aa1a44fa11e040e75,d2374cbcbb3ca4ab1086534108cc3ab7,2017-11-08 08:15:19,69.90,16.25
02a3c3a1c72dbff557b2f56fc0caa847,1,964093075b6885bfcc6520dd216e4d8f,4830e40640734fc1c52cd21127c341d4,2018-08-10 08:50:17,25.00,15.28
02b9a87c19eb57b9ebaebb3a6850de9f,1,aa74ebe862c9061d4272681810675a01,c3867b4666c7d76867627c2f7fb22e21,2017-10-31 15:46:00,97.00,17.93
02bcd06d9bfda1c2a4037560bed7b90f,1,be764855458cd43b36c334faa773f7d5,af7cdac9d9897cddead9c6b08976c642,2018-04-20 19:11:35,126.79,33.75
02bd584dedf7373cb07b6540cadf9a76,1,9ea1152d6d52dc57ab2ea49aa626adc1,e9779976487b77c6d4ac45f75ec7afe9,2018-08-07 21:50:14,54.00,23.18
02e7b3980e9984556bb3a764306f3e31,1,6fd3f7378cd65325e10cb21733778416,870d0118f7a9d85960f29ad89d5d989a,2018-03-22 11:27:57,89.90,23.56
02ebcb8b63b7e61be9514866e432d1d8,1,3dd2a17168ec895c781a9191c1e95ad7,de722cd6dad950a92b7d4f82673f8833,2018-01-31 12:19:11,149.90,23.37
030475e22d114f70be1a265fee326192,1,1d373b3e02a3212aff33054cbf30abf1,dee656f0f566ed1aa85bd137c943f08f,2018-04-27 16:31:38,44.90,12.79
0311da9b3ac095a57a2662813e179bcb,1,0030e635639c898b323826589761cf23,acadd4d36859671cb635527c6c977533,2018-02-26 21:47:16,153.00,21.56
031f488d7e8549b5d8af94f5a3e9300e,1,6413f7a28e149a324c4a914000399fb2,7a67c85e85bb2ce8582c35f2203ad736,2018-03-08 11:30:45,144.99,17.26
033bac5f45a9d0cf7be5e47f03ed1e44,1,8ce0b48cdcc4b753ae4de64497998338,75d34ebb1bd0bd7dde40dd507b8169c3,2017-02-13 17:01:06,131.99,11.66
035518626172ac1884aa3825eb7d1379,1,bbaef2eadf31fe3ea6702077398be06c,cc419e0650a3c5ba77189a1882b7556a,2017-06-12 15:25:19,56.99,15.15
0371bb519b3c4b04bed0460608ce6c59,1,9275e1f75faf1d3d1f54e4cb63d12a36,70a12e78e608ac31179aea7f8422044b,2017-08-14 17:03:02,19.95,11.85
0372d2e3d0ac2600aa8e08e6c46cb7dc,1,7c1bd920dbdf22470b68bde975dd3ccf,cc419e0650a3c5ba77189a1882b7556a,2017-10-09 13:04:41,58.99,17.66
038297c93a230b204ceeca7e2720b464,1,202d6bc7af7609f371b94e032925d314,1835b56ce799e6a4dc4eddc053f04066,2018-02-21 03:07:47,28.99,15.10
038862523957395d9316afa8b8b70976,1,6fd98945d378fd5d76031095b1ba6523,b16d3dadc47d4eb18be3d88bad0775ce,2018-06-06 03:30:57,189.00,8.51
03a54d3b0f15ac01bad656997420d3bb,1,264afa6d3b31bde30f0f2693c84795d9,516e7738bd8f735ac19a010ee5450d8d,2018-06-05 02:31:53,65.00,16.42
03aba68b07658f28f29612641f08d4ba,1,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-15 08:50:17,170.00,30.44
03aba68b07658f28f29612641f08d4ba,2,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-15 08:50:17,170.00,30.44
03aba68b07658f28f29612641f08d4ba,3,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-15 08:50:17,170.00,30.44
03aba68b07658f28f29612641f08d4ba,4,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-15 08:50:17,170.00,30.44
03aba68b07658f28f29612641f08d4ba,5,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-15 08:50:17,170.00,30.44
03aba68b07658f28f29612641f08d4ba,6,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-15 08:50:17,170.00,30.44
03b89e8b0ef3ba18cc903dbaa7aff107,1,10be5827cbcb06a81f220d46dafd0af0,1464afc72f696af775557a821c2e253f,2018-07-10 20:45:12,28.90,18.30
03dbf3a42789c67ed5e2198f08d997dc,1,d3a8b40808854363a045f0f4131b0894,218d46b86c1881d022bce9c68a7d4b15,2018-03-08 13:35:38,113.00,13.81
03dbf3a42789c67ed5e2198f08d997dc,2,d3a8b40808854363a045f0f4131b0894,218d46b86c1881d022bce9c68a7d4b15,2018-03-08 13:35:38,113.00,13.81
03dde7ab63940fbffd10162a74347e95,1,7e0dc102074f8285580c9777f79c90cf,e26901d5ab434ce92fd9b5c256820a4e,2017-06-20 18:10:23,34.90,9.34
03ebfa9712b7dbc7031291856263b314,1,aa6746e94490239d3d9ee6ab89779aba,9674754b5a0cb32b638cec001178f799,2018-03-29 18:48:53,46.90,8.88
03f2f876bfee9ea9a502ec0d8a664e4c,1,a04f52ded97b5530e8783e3c002b90f0,da8622b14eb17ae2831f4ac5b9dab84a,2017-12-05 19:57:15,79.90,9.77
03f2f876bfee9ea9a502ec0d8a664e4c,2,430f4c8e02bd4e1fe6330c38689b54f3,da8622b14eb17ae2831f4ac5b9dab84a,2017-12-05 19:57:15,79.90,9.77
0412356b9ae3ad8db617e892afb02204,1,d339b523c298009f15d242a3a99392c7,3d8fa2f5b647373c8620330c4e077a9f,2018-06-26 02:55:01,69.99,19.68
0412356b9ae3ad8db617e892afb02204,2,d339b523c298009f15d242a3a99392c7,3d8fa2f5b647373c8620330c4e077a9f,2018-06-26 02:55:01,69.99,19.68
043671e7714932580dc35789804ffbcc,1,a62e25e09e05e6faf31d90c6ec1aa3d1,634964b17796e64304cadf1ad3050fb7,2018-01-24 17:16:23,108.00,9.77
0446b999e57cddf002396ed4baa07074,1,7736ea239e147291f6adb766c992beb1,d2374cbcbb3ca4ab1086534108cc3ab7,2017-09-29 07:15:14,15.90,11.85
0446b999e57cddf002396ed4baa07074,2,642a40d4d73b4b2604968937de13634a,d2374cbcbb3ca4ab1086534108cc3ab7,2017-09-29 07:15:14,12.90,11.85
044b08f176981f660b98a85c559ad57d,1,7340a3839a1de1e99d149b8cf052a2ec,4a3ca9315b744ce9f8e9374361493884,2018-07-20 18:55:20,68.50,14.06
044d94a4ac73b24fe28ff5293ac35bd8,1,06c6e01186af8b98ee1fc9e01f9471e9,fc906263ca5083d09dce42fe02247800,2017-06-26 14:50:17,39.90,25.63
045acee11e62afca7764429c5710dac9,1,394b16cd32e9f883365dd7ebac4edbe0,8b321bb669392f5163d04c59e235e066,2018-03-22 14:28:35,14.40,12.79
045e9ebd4d41affc66333d58c3d107c1,1,143bc7fcaf6929ef5979e58abf39d4ed,a7f13822ceb966b076af67121f87b063,2017-03-10 19:42:17,176.96,33.52
04814d2760b610101075888832621881,1,99c97d191bcc87e072acc4521bce44d4,e882b2a25a10b9c057cc49695f222c19,2018-05-07 12:15:23,443.00,18.99
0487b772aa23074a39079a6967041b72,1,c681df24c54f79b5eab51e15b603abf8,1127b7f2594683f2510f1c2c834a486b,2018-07-30 13:24:34,28.28,13.78
048cc31326007f07b576b46beddecc12,1,b596e2d70dd2f5fb5ff9ee2a1c803e5b,46dc3b2cc0980fb8ec44634e21d2718e,2017-12-14 02:54:34,249.99,22.59
0492eead55cd90ba9690387cca2baa20,1,b6b76b074ed0d77d0f3443b12d8adb5e,6560211a19b47992c3666cc44a7e94c0,2018-07-26 03:45:09,99.00,7.95
0494d7ef89583fcaf33a1cea4bcfeec2,1,f2ee381460f893efb6f459e95cd57695,272f092de69afedd4d2969440b37f18f,2017-08-29 02:47:48,29.90,34.15
049db9aade07d0056ead438e182f2b52,1,7f72a8900b3d2fc8fa2635b7836d6e6e,7299e27ed73d2ad986de7f7c77d919fa,2018-07-13 03:10:17,64.99,18.56
04a18000a647d0f0f842ca489dd4a464,1,095fc85516c1210e6dbed95ed8041ee0,903037660cf848a717166eb7a06d616e,2018-03-28 14:48:45,60.00,13.78
04a18000a647d0f0f842ca489dd4a464,2,b7f9e962dba31973edd059ada998d699,903037660cf848a717166eb7a06d616e,2018-03-28 14:48:45,60.00,13.78
04a28263e085d399c97ae49e0b477efa,1,3f14d740544f37ece8a9e7bc8349797e,6973a06f484aacf400ece213dbf3d946,2018-02-09 18:15:37,84.89,15.34
04a772c0620384a8776c4fbcf4af5c01,1,769083fbf5eb9f3f132a633cc9809388,1b938a7ec6ac5061a66a3766e0e75f90,2017-12-07 13:37:16,64.90,25.29
04b16351c3a70c83b9f8f1fe295cb450,1,3718e428a53d75dc322c79a49bdbe3aa,2dd1fb6f0e42a2243b8a01e40cd41216,2017-05-02 08:02:54,98.90,15.90
04bef466ed85bb9eca9a6165d765574c,1,0a07b2c989441aaec80191da39c79c99,fa1c13f2614d7b5c4749cbc52fecda94,2018-01-28 22:33:19,138.90,14.72
04c28d1572e04b2b3e5b80ca7559e750,1,c072e7b87c8413341505d50d8234fbc2,3d871de0142ce09b7081e2b9d1733cb1,2018-06-08 00:15:36,79.00,19.52
04eb8bac62618bbc56c582cd49493669,1,b8d157185e5abaabd9244275aca22a7f,0ebd97a106433a45a4aebe57c1799778,2017-05-22 09:25:16,69.90,14.24
05086b5a715c97d1971784b6ae899a6d,1,3258acb04d37e2f91f76c9250f3b80a0,c70c1b0d8ca86052f45a432a38b73958,2018-06-28 13:16:17,110.32,8.03
05086b5a715c97d1971784b6ae899a6d,2,5f42d57952b7815098979a5c4fa6f82a,c70c1b0d8ca86052f45a432a38b73958,2018-06-28 13:16:17,110.32,8.03
05104976125ea1e5cc04bc1f506a436a,1,63bfa27a0cee21fd896dc27f58b6d656,612170e34b97004b3ba37eae81836b4c,2018-08-19 22:44:03,198.90,18.32
05452881e2846549b81d39249bb66ad7,1,283dc451ad3918badb976d56ff887289,da8622b14eb17ae2831f4ac5b9dab84a,2018-02-11 22:35:33,99.90,12.40
05452881e2846549b81d39249bb66ad7,2,283dc451ad3918badb976d56ff887289,da8622b14eb17ae2831f4ac5b9dab84a,2018-02-11 22:35:33,99.90,12.40
05535f67cf6802000ad3107136cff4bf,1,3ae28b124972bb81eddcb644cd284be9,46dc3b2cc0980fb8ec44634e21d2718e,2017-09-20 15:05:57,99.99,16.46
0556fe7a6dbdc95276ba0513ee5f0471,1,5eefc29e3d0cf6cbb58c63fd7e3f815f,0c8380b62e38e8a1e6adbeba7eb9688c,2017-11-30 11:15:21,59.90,17.67
0573b5e23cbd798006520e1d5b4c6714,1,5299e0a0336b5839e2a0ccb0d3d589d1,1caf283236cd69af44cbc09a0a1e7d32,2017-07-12 03:15:36,36.85,15.10
057e8245e6408a7f5db33b517c481617,1,a12c9204f6f9e90ad1d8ba5571fbfed2,f262cbc1c910c83959f849465454ddd3,2018-03-08 19:15:33,29.99,11.85
0583457e98d0d734222af5237cd8fa94,1,e4e5cbc0077aa2c7aacbe435166df909,6560211a19b47992c3666cc44a7e94c0,2018-04-16 15:50:24,49.00,19.04
058ff573aef21e528adcab8b8717c43a,1,b0c89945c034268074f5f80b362bda34,1835b56ce799e6a4dc4eddc053f04066,2017-09-22 15:45:28,29.99,7.50
058ff573aef21e528adcab8b8717c43a,2,b0c89945c034268074f5f80b362bda34,1835b56ce799e6a4dc4eddc053f04066,2017-09-22 15:45:28,29.99,7.50
058ff573aef21e528adcab8b8717c43a,3,b0c89945c034268074f5f80b362bda34,1835b56ce799e6a4dc4eddc053f04066,2017-09-22 15:45:28,29.99,7.50
058ff573aef21e528adcab8b8717c43a,4,b0c89945c034268074f5f80b362bda34,1835b56ce799e6a4dc4eddc053f04066,2017-09-22 15:45:28,29.99,7.50
05981a7bf1a18eb991af55a8a8dbdf83,1,e282624d8c82e04983f125e167eb4521,ea8482cd71df3c1969d7b9473ff13abc,2017-11-30 19:52:38,17.99,11.85
05a82511dd29bef74d8003b015912fd6,1,0d16d327b79bf9a0ccc7a4fa02ff7a83,dd2bdf855a9172734fbc3744021ae9b9,2017-10-04 22:10:33,39.90,14.10
05bef443b850685058070c9e781988e8,1,44e086c4a977f37a888627b43880586c,f5a590cf36251cf1162ea35bef76fe84,2018-06-11 10:52:26,55.00,24.52
05ce7829fca9c640cd884ba446956158,1,f35692adbe05fa7ed058875df5ea9f99,3f0e48d209018b466fcd3bb4ccfeb520,2018-01-11 20:37:35,599.90,22.74
05d46826bd0fb605d6b00e30e9141882,1,e84d1a4a08db13e8dea6d400a1c6a3f0,7f40d06aa0b5f1aa4f41af8c0480e2ef,2018-08-29 19:35:20,49.99,11.37
05e19ab996b114339f316bf41b359d52,1,2a61ae7c276ed675a0289aee54e2c9b0,d650b663c3b5f6fb392b6326366efa9a,2018-05-22 21:31:56,829.00,23.68
05eb212cd5b01c76bdb5215a49df19b6,1,8d9468efb665050bd137607b0c8ce680,c85d7b477a709c85a1e8b8f25aa1b270,2017-07-04 21:45:14,37.50,16.11
05eb212cd5b01c76bdb5215a49df19b6,2,8d9468efb665050bd137607b0c8ce680,c85d7b477a709c85a1e8b8f25aa1b270,2017-07-04 21:45:14,37.50,16.11
05f8021cf7217f1990addecad0e24b7a,1,d670c0f6be30a062ebd8f8612ea82d71,612170e34b97004b3ba37eae81836b4c,2018-08-23 21:04:25,178.90,19.35
061a6c0d2222c7c9f49a21e108579b49,1,8e14e42d480e0c520d2f8ee0e7d3249d,b98b715fe9e276204e2a3464f48cd796,2017-02-19 17:28:10,79.90,14.73
061b74bca735bb2c1953e40bc098101d,1,f8ea5fcf9c628485e01b9c3cf52728c2,8a32e327fe2c1b3511609d81aaf9f042,2017-12-01 20:48:26,12.99,11.73
061b74bca735bb2c1953e40bc098101d,2,f8ea5fcf9c628485e01b9c3cf52728c2,8a32e327fe2c1b3511609d81aaf9f042,2017-12-01 20:48:26,12.99,11.73
061b74bca735bb2c1953e40bc098101d,3,f8ea5fcf9c628485e01b9c3cf52728c2,8a32e327fe2c1b3511609d81aaf9f042,2017-12-01 20:48:26,12.99,11.73
061b74bca735bb2c1953e40bc098101d,4,f8ea5fcf9c628485e01b9c3cf52728c2,8a32e327fe2c1b3511609d81aaf9f042,2017-12-01 20:48:26,12.99,11.73
061cc2095125b495f7221ed85a706c07,1,aa8d88eb4b9cb38894e33fa624c4287f,6560211a19b47992c3666cc44a7e94c0,2018-04-19 19:55:14,55.00,15.27
0635e2196d30b3003d5381ca15cb3d87,1,d017a2151d543a9885604dc62a3d9dcc,6560211a19b47992c3666cc44a7e94c0,2018-05-10 03:30:44,49.00,10.66
063b573b88fc80e516aba87df524f809,1,3d37da85f5e66558333fb5daee494736,ecccfa2bb93b34a3bf033cc5d1dcdc69,2016-10-21 16:23:11,69.90,17.63
0650ef96422834cca0cc7799efbf6307,1,6b42b1f7dfb74bb23a01605fbedd5b85,bf100ecb7997df312b285358fb32f92c,2017-02-09 12:46:02,99.90,18.98
0659ee4a8b8b8da8337c94d35e423c74,1,4fb3e6ce442ce9c621ea9509e47ac951,c3cfdc648177fdbbbb35635a37472c53,2017-12-04 16:31:12,105.00,17.98
0659ee4a8b8b8da8337c94d35e423c74,2,4fb3e6ce442ce9c621ea9509e47ac951,c3cfdc648177fdbbbb35635a37472c53,2017-12-04 16:31:12,105.00,17.98
0659ee4a8b8b8da8337c94d35e423c74,3,4fb3e6ce442ce9c621ea9509e47ac951,c3cfdc648177fdbbbb35635a37472c53,2017-12-04 16:31:12,105.00,17.98
065c05543ebdfd79fb629b2b4a6ab904,1,2eb384017334e47db9ccf364216799df,98dac6635aee4995d501a3972e047414,2018-03-26 18:15:27,88.50,12.52
065d95bb9e6d5bbc0a5a2c40579b16e5,1,33e535ce5a73b54b75937cd85478b9ae,c70c1b0d8ca86052f45a432a38b73958,2018-05-14 09:55:32,95.00,7.53
066783a7a5bfa25f21a22e17c7ec9137,1,8c5876b1c7768217964f353bc7e64393,0db783cfcd3b73998abc6e10e59a102f,2017-04-27 14:10:19,49.00,16.05
067c946a70abc2e1e8d9185ae309b48a,1,f1c7f353075ce59d8a6f3cf58f419c9c,37be5a7c751166fbc5f8ccba4119e043,2017-07-17 09:30:11,205.00,26.27
068c0507e1af74b156beee1db2deed7a,1,31639956e7fac87ecfd9d608040638bd,aac29b1b99776be73c3049939652091d,2017-06-30 13:33:31,64.90,39.44
0691811195a83594b0377267a8050e6f,1,2d063994ae4667cff3d6841e9d441d1d,13d058e4eeac2ce8217660b2f8a05812,2017-07-10 04:44:36,89.99,15.38
069370014d6465fb28770cd9449402c5,1,4ebab6a2135a2477b657bda38646b64b,7aa4334be125fcdd2ba64b3180029f14,2017-11-27 20:39:33,25.27,16.11
06b491ece3a9bd260341c1ad36870e8b,1,5176d8670222d50ebbe4d4c5dfba2b49,128639473a139ac0f3e5f5ade55873a5,2017-06-08 06:42:52,14.90,16.79
06d8cb692ed19b092adaaf5337d01a39,1,e61c78a7343d82c0539d27df0f7dfc31,da8622b14eb17ae2831f4ac5b9dab84a,2018-08-07 11:04:11,199.90,27.70
06da8e499e3e6c47151b945f8c9eaab3,1,83ca77d87b187321faaee535adbce26c,7901646fdd36a55f564ffaf2dbccaaf7,2017-07-05 18:23:46,799.95,20.67
06db57a9e774a7fbdb7c8ee188baef65,1,75d6b6963340c6063f7f4cfcccfe6a30,cc419e0650a3c5ba77189a1882b7556a,2017-10-24 14:14:37,56.99,15.15
06f4be78b76ba6a42605efa4ce7544d7,1,ba4a91633739ceceb2b73b627e2cfbc3,7c67e1448b00f6e969d365cea6b010ab,2017-02-16 16:34:29,136.97,31.70
070a62ae87136bfbe6ef6d0e2883cda5,1,53ae5df71df97b2b9abee97ce1e1b8f1,8444e55c1f13cd5c179851e5ca5ebd00,2018-07-13 05:31:23,299.00,44.37
070d0196420dc138bcfaa72cb10eea02,1,ee406bf28024d97771c4b1e8b7e8e219,7a67c85e85bb2ce8582c35f2203ad736,2017-11-30 13:31:28,144.99,12.22
07159640598ab46b708279254ec3be0f,1,c23b47bacd44b878e3345d06ab5664dc,08633c14ef2db992c11f840f04fad4cd,2018-06-28 08:18:47,23.90,7.43
07242eb6740fc0feb5044eda405a4782,1,aa70ae9ee9a798d44ae6e00ce6d82cb1,c70c1b0d8ca86052f45a432a38b73958,2018-06-18 02:57:48,110.32,7.96
074d6aba62abd52ad27529d3fb746260,1,82b73150f90f4fef92913e35b9984bb7,91f848e9f4be368f4318775aac733370,2017-06-14 19:03:26,94.90,16.91
0756c3213eb9155bc1209caced66eb82,1,c4baedd846ed09b85f78a781b522f126,a1043bafd471dff536d0c462352beb48,2017-12-29 15:36:25,89.99,45.09
0759ac0ac1a0c11ab13fc66564f4e112,1,26e253f334cf93847fcbf6e9faf51eb4,955fee9216a65b617aa5c0531780ce60,2018-04-11 11:30:20,169.00,25.31
0759ac0ac1a0c11ab13fc66564f4e112,2,26e253f334cf93847fcbf6e9faf51eb4,955fee9216a65b617aa5c0531780ce60,2018-04-11 11:30:20,169.00,25.31
0759ac0ac1a0c11ab13fc66564f4e112,3,26e253f334cf93847fcbf6e9faf51eb4,955fee9216a65b617aa5c0531780ce60,2018-04-11 11:30:20,169.00,25.31
0759ac0ac1a0c11ab13fc66564f4e112,4,26e253f334cf93847fcbf6e9faf51eb4,955fee9216a65b617aa5c0531780ce60,2018-04-11 11:30:20,169.00,25.31
0759c200a1d9ec728ba380676bccb583,1,c76eef5f50220461d23cfc786e6e82b2,5a8e7d5003a1f221f9e1d6e411de7c23,2018-08-06 05:25:14,59.90,16.61
