product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
0705b33fb285827a578fce4899f1b921,esporte_lazer,35,650,1,400,95,6,47
073ed404e3aec5b0a486334c05ee2fe9,relogios_presentes,35,535,1,458,18,11,14
0751d46ff778c72973f67da627093303,relogios_presentes,57,623,2,317,18,13,14
07591f80309eb6393c6af043b234cb83,moveis_escritorio,42,2230,1,16650,58,28,58
07675856c4bfe13a38ddb23da5c3b176,relogios_presentes,34,513,3,500,38,12,38
07691def223b4568e8ecb5a5b30574b1,telefonia,58,1568,1,150,18,6,20
076e36bd0e2aebb35184d08c8e0f032b,utilidades_domesticas,44,154,1,1950,30,20,20
077c1ba3f2e5e4145faf0a12f35ec1d5,automotivo,60,812,4,1050,30,30,30
07821918ef487fd64eb20b3c8aeb897f,informatica_acessorios,52,1873,1,267,16,16,16
07a5b461cd248343de7826334c5a03aa,esporte_lazer,39,637,3,600,40,10,11
07acd9ac393e5b30aded00de63d80e14,esporte_lazer,37,388,4,400,23,11,15
07b90e3c7e287977b2e8cd54a98ddb89,ferramentas_jardim,45,821,2,500,20,20,20
07bcd890d449e493b4ec23d05a9e40ee,esporte_lazer,34,237,3,800,30,15,20
07c055536ebf10dfbb6c6db6dbfc36e5,moveis_decoracao,59,473,1,600,30,3,20
07dbfabaa4709da14c7e58ca17fe7998,esporte_lazer,46,867,1,2250,28,28,28
07e1dae59ffce9e47d0f529361d492f6,utilidades_domesticas,58,706,2,14900,45,75,29
07f381c65e8e66460c07781b9b1b8834,moveis_escritorio,45,1156,2,17050,63,62,24
07fd41c7a725529fe1213508557e0f4b,perfumaria,36,362,1,700,20,20,30
08208bc1d6a06c114cb662f3b2c95e05,construcao_ferramentas_seguranca,33,219,1,400,20,5,20
0820af09ddc75b84841b1fab4da4be9b,eletrodomesticos,60,462,1,100,18,8,13
083ffd30820b592e294de7ed668ff975,informatica_acessorios,49,944,3,300,23,8,19
084461b396a7e044af9229534fa03b51,informatica_acessorios,63,601,5,1200,46,36,11
08574b074924071f4e201e151b152b4e,ferramentas_jardim,36,450,1,9000,42,12,39
08713ad044290890b1373e1bedc8464c,beleza_saude,54,221,1,200,18,13,16
089245791e0895da94a8791bd68a2085,automotivo,57,176,4,150,20,20,20
08a58dc963320d6073623382b9ceb920,informatica_acessorios,56,2590,5,400,17,7,13
08c1754fd6455e4c70a6521f4ed66819,utilidades_domesticas,53,689,1,3800,50,21,37
08d76e49b8206d0cfb7456fe3aa7d3b4,moveis_decoracao,59,963,1,800,24,6,24
08e3404b623856c35ed541708cf05915,beleza_saude,42,637,1,1233,27,21,15
09481a6dfe9eb590dc8b265b54dc4c97,informatica_acessorios,60,240,1,2533,33,30,23
094db48c531e5ce423c4b908ea96535c,relogios_presentes,58,441,3,1700,31,5,31
095cb863f2b04911455ad33f5177062e,livros_interesse_geral,48,1140,1,1000,16,24,16
095ccd4cb27e35ee43f12dd18fa26c04,moveis_decoracao,27,204,1,950,41,16,37
095fc85516c1210e6dbed95ed8041ee0,moveis_decoracao,19,229,1,1050,21,28,21
097ca319958c11c2425d2f111f860707,moveis_decoracao,58,184,2,8550,40,32,40
09c3d39641970009c198caed304ccfc4,bebes,52,1659,1,300,68,7,13
09e90effb944a6866b1d4b058a15f70c,utilidades_domesticas,58,623,1,350,20,30,16
09fbb9fc5bffc1ce6dc2f66289dfcb05,esporte_lazer,57,1666,1,3675,28,33,25
09ff539a621711667c43eba6a3bd8466,bebes,60,865,3,,,,
0a07b2c989441aaec80191da39c79c99,relogios_presentes,51,691,2,250,18,12,12
0a27862bbf658a5b8cf655761bc5c72d,agro_industria_e_comercio,53,642,1,2000,65,22,38
0a4093a4af429dc0a9334300e5c13ae5,beleza_saude,56,389,1,300,16,5,15
0a4d993019c68fcc5269dada27c3db6d,esporte_lazer,57,313,6,750,36,20,26
0a4f9f421af66d2ea061fbb8883419f7,beleza_saude,60,919,1,200,22,3,15
0a57f7d2c983bcf8188589a5fea4a8da,relogios_presentes,33,932,1,396,18,11,14
0a74b9407eaec9d6c760a1e92c10d96c,consoles_games,50,269,1,675,25,14,25
0a783d7ce18a37749c3a059cf829564b,beleza_saude,58,2879,1,200,18,9,14
0a790f2710eab03be4f7793583779874,consoles_games,56,555,2,500,20,15,20
0a7a5763f6ee3b862ca27208f8fbbdb7,,,,,1000,20,15,20
0aabfb375647d9738ad0f7b4ea3653b1,consoles_games,49,100,4,150,16,12,12
0ab3ab3b2869073aa9afe795fe9151aa,fashion_roupa_infanto_juvenil,52,494,4,600,36,10,26
0abc19e41fdc9d6894b8cae651619253,eletronicos,60,3109,6,15750,70,90,20
0b0172eb0fd18479d29c3bc122c058c2,eletronicos,53,265,2,150,22,13,15
0b0c04563408d8d1187cdbd6292a89fa,fashion_bolsas_e_acessorios,34,222,2,3400,20,50,40
0b148966d6d89f4ab8fd3472df4a8648,casa_construcao,53,1427,3,450,32,10,11
0b48dc720b9a40d75ce14eda10be0922,moveis_cozinha_area_de_servico_jantar_e_jardim,59,558,5,6950,47,23,37
0b6a32b32a7dc68b12e8a0e0805c44d5,relogios_presentes,50,542,1,190,16,11,12
0b7fb806fe0194cc7eb473329c680e34,,,,,1000,28,11,28
0ba59273939ff2679f761fcdb05cd74c,utilidades_domesticas,27,739,2,500,17,28,11
0bb7d5c406dd6affef3cd4f5d6744844,,,,,200,16,2,11
0bcc3eeca39e1064258aa1e932269894,ferramentas_jardim,57,339,2,1800,37,22,40
0bdd9a52d192d64770e33ae559512478,relogios_presentes,55,324,5,250,16,2,20
0becf258ac9a4ab1b6b3da6f0ad205fd,cama_mesa_banho,59,395,1,2000,16,10,16
0c03a930e654a5f1ea08f95a5c67d076,beleza_saude,48,589,1,700,20,16,17
0c104824e973388d487c67a3d346e96d,beleza_saude,45,3078,4,19300,26,61,40
0c159d7ce798ebc726ad977f9ade848a,ferramentas_jardim,46,356,1,250,35,7,11
0c276318593d4450cf9b178ad5b4a8ce,eletrodomesticos,46,136,1,1650,29,14,19
0c5bb07e9638a9c1f2616db08eb0318f,consoles_games,27,462,1,200,24,3,19
0c6fc9b9317a68d1cda098c063914b72,instrumentos_musicais,46,692,3,3100,38,99,14
0c71252f37443403376d2008034a7240,pet_shop,41,947,1,156,18,10,14
0c79aab7a6a2449f932887fb3c8d0127,automotivo,43,420,3,250,18,9,14
0c7e301c5eecc0fe996dd86bc9c290fa,automotivo,42,1192,2,175,18,11,14
0c90f0cece2b9c521af7c85ace4794be,moveis_decoracao,41,411,1,4800,62,6,62
0c90ffc8c44fe5d3e020002cc4da9496,livros_tecnicos,46,769,2,150,22,2,15
0c9ff9d8ed9b9bdd825487b3a66e05f5,automotivo,55,620,1,7225,61,13,61
0cb386dab759a2f5e6dc75314cdc68a5,industria_comercio_e_negocios,60,1189,1,6400,42,30,22
0cb9f521598f339ad6e6b41e34a1b169,telefonia,59,348,2,220,20,12,17
0cbeda603059c985268afd35128be303,papelaria,57,320,2,1450,38,30,28
0cd64dc65679876c896236bea326589b,cama_mesa_banho,51,242,1,2100,37,23,35
0cf41187284d7f099adc8415a743ebbd,bebes,60,644,1,300,16,16,16
0cf573090c66bb30ac5e53c82bdb0403,telefonia,26,108,1,128,15,8,13
0d009643171aee696f4733340bc2fdd0,perfumaria,52,150,1,422,21,16,18
0d0f2c7fcae108a74c895521c62d46f6,casa_construcao,56,459,3,750,16,15,15
0d12d1b700e15453260b6cbc961c04e8,automotivo,55,385,2,50,20,4,14
0d16d327b79bf9a0ccc7a4fa02ff7a83,cama_mesa_banho,50,771,1,400,20,10,20
0d3ae9775bb6537884a4cf722b258d83,papelaria,59,672,5,750,25,13,21
0d4e8d3f34ece63cc5132237ccfc0241,papelaria,36,153,1,50,16,6,11
0d5837a2580f92e18e2d1b5f7fa70c2d,utilidades_domesticas,57,1343,10,30000,60,70,60
0d77de0f4137ba0f89d3d25191ce4788,automotivo,58,537,2,200,16,16,11
0d85c435fd60b277ffb9e9b0f88f927a,informatica_acessorios,60,919,1,150,16,13,14
0d90fced28b749fa0468818d98cb8212,beleza_saude,42,534,1,983,41,23,35
0d954479e7991c06d35202c130844b57,informatica_acessorios,39,1105,1,600,16,18,17
0da9ffd92214425d880de3f94e74ce39,construcao_ferramentas_construcao,33,449,3,10900,39,12,42
0dadef6ed70b861b14eddb3a3ca6b73e,construcao_ferramentas_construcao,60,1450,4,300,16,16,16
0db4869ac8a908414823d44d742f5ba3,moveis_escritorio,47,1158,1,17000,63,58,24
0dc88ec6b2635cd62b46f0f1d4c714ee,casa_construcao,57,231,2,4100,27,27,31
0dcb1adbafdcc389972874b01fa249b8,esporte_lazer,39,411,3,350,23,23,23
0dce4d890959f0607b58e7475d13fc86,beleza_saude,33,1230,1,600,20,8,13
0de1e69dff6f40f9f71be7034a8bb8d2,perfumaria,42,388,1,579,21,13,17
0e0dec1c30232f86f5076622e9f623b6,cama_mesa_banho,58,124,2,9850,20,40,40
0e1d6728d42f12978a547564c96bfb03,esporte_lazer,42,499,1,199,19,18,15
0e2d365a247d105fefc31b17ab8706d9,perfumaria,35,503,1,430,21,11,17
0e2d52789a024cfd6f9204778320a8e5,moveis_quarto,43,435,4,9800,86,8,40
0e34187d4312b97b5e698836d28ed040,climatizacao,50,474,2,525,16,17,12
0e482d9064073154832a2311c821c668,moveis_decoracao,32,191,1,450,30,5,30
0e53d55e7f56c386b4545fb0e9f4dc6f,utilidades_domesticas,49,771,1,4200,38,38,38
0e621085968d9a9585ed3c2c204825e2,beleza_saude,52,3939,2,200,20,15,20
0e839be47c2dc028ca3d90e65732b14c,moveis_decoracao,52,2057,2,700,60,7,14
0e87ff05afa3ddd73b7920ff4587e0a4,cool_stuff,48,2067,1,1650,33,44,19
0e9923b15d37f33cac70de6648429148,cama_mesa_banho,58,205,3,2000,40,6,30
0eb5d1d033dcdd7b9b11658ce84ee8e9,pet_shop,54,350,1,350,16,4,11
0eb8e03d4ef83152c4642b606b5bbdec,moveis_decoracao,47,348,1,2900,40,10,35
0ebe8f2e60fadb8f9ebf63a5841f34f1,cama_mesa_banho,49,282,1,2783,65,14,46
0ec96e6d31a1493b0475805c9ae1a0a2,moveis_decoracao,48,409,4,1450,24,18,18
0ecad0adea69d2b6331c84db4876d15f,informatica_acessorios,63,423,2,250,25,5,19
0ecade74f3c3fb56a9256d425e7d535c,informatica_acessorios,32,1074,2,300,41,2,29
0eda670810c42c5fcf92ca8be2a615a9,esporte_lazer,55,365,3,150,18,6,15
0eda6e310c91549299a2f97d0354f7fb,beleza_saude,34,905,2,450,18,13,13
0eef510ccdaf8a53cefc1a8f035f681a,casa_construcao,54,290,1,2600,24,24,27
0efe972876d70927f5099b77f387c6c7,moveis_decoracao,63,418,1,1350,45,15,35
0f0c4960b05d6145bbb4b348423503ef,eletronicos,32,139,3,1700,32,5,26
0f2550707d4df66cbd9937420497ee8b,utilidades_domesticas,54,390,1,500,30,30,30
0f370babdc8148e1dd9d4bfc3235982a,relogios_presentes,57,312,4,200,16,2,11
0f3777229e40207d248acfd6e1f716b6,esporte_lazer,64,640,2,30000,42,105,47
0f398da178a64533d9576940656d23cb,cama_mesa_banho,55,382,1,2600,47,21,41
0f4a3e29a1c122f94fe4c48c49d9cfa9,esporte_lazer,56,661,3,6850,93,6,93
0f5332231359f783330b784af1b8c3bd,consoles_games,40,562,2,200,21,9,17
0f56d67a1f266a9cf5af6ffd7895bed6,pet_shop,53,1024,2,600,21,18,20
0f5d0170c03b333aa1a44fa11e040e75,cama_mesa_banho,33,190,2,900,40,4,30
0f6e2c3bbb97980782ed6cb1506f5d95,brinquedos,40,180,3,750,26,14,26
0f91b6a95a57a43203a9b17de98960d9,beleza_saude,23,274,1,390,19,12,17
0fc6914383c2bea767a9562c9d8b43a1,informatica_acessorios,52,644,4,338,32,6,36
0fe81ae548bfaebcb1efcb38208efa1c,utilidades_domesticas,55,607,1,1000,37,11,34
10070e29929f7c7d609ee3201f236b8e,casa_construcao,44,421,5,1250,23,30,15
10163fabc9375e9bb72a109272730c6b,cama_mesa_banho,56,258,1,400,45,15,35
101db7b4f26cc560363660d06fe980cd,fashion_bolsas_e_acessorios,58,749,2,200,16,2,11
1026a916e88dfbc27528445d448619b2,esporte_lazer,60,994,1,550,16,16,20
1055db476dfbed87313ac8481c2597c0,beleza_saude,58,826,3,1250,28,6,28
10575a1b638283f7cc928d01f29416b2,esporte_lazer,58,139,2,4600,32,37,21
10698a66d71ebd12be9e8c39302c74b3,pet_shop,56,681,2,150,16,11,11
10717ff440b2320081989126e858b220,cama_mesa_banho,52,263,1,4867,70,16,50
10a96b8c9e62f372aaf40bf8ec897a75,automotivo,47,376,1,1100,85,20,20
10be3a54fb1b2a42ee3ed8c9ee32010d,moveis_escritorio,41,2433,1,8200,58,20,58
10be5827cbcb06a81f220d46dafd0af0,beleza_saude,54,1281,1,375,16,3,11
10e7b44b01fc53988df2b73395cec6fb,instrumentos_musicais,57,937,3,650,70,12,25
10ee3576fcc55c71728a897eed8d2f95,ferramentas_jardim,31,227,2,1450,68,3,48
11182511f8556822085ea032df785dae,eletronicos,35,615,1,347,18,12,13
111e742af54b3ee11099c8b396e1eece,construcao_ferramentas_construcao,60,1282,2,1500,54,10,11
11250b0d4b709fee92441c5f34122aed,agro_industria_e_comercio,28,388,2,3000,30,30,20
1139f00effbb6523b59f6e6ebddc6d44,esporte_lazer,60,1628,6,1900,40,18,22
115e606ac8059e4cfa1c6c3310fb365c,informatica_acessorios,57,1525,4,285,17,10,13
1166bc797ddf5fb009c376d133f61204,utilidades_domesticas,55,65,3,1100,36,20,20
11828bf6a0621fec5b783ddb0da1a766,pet_shop,61,796,1,350,20,20,20
1191e61a83c807323c6c1cb5eac9ff3c,telefonia,59,777,6,350,17,4,12
11a0fdc4251f15bb96dbfff7ef5475eb,moveis_decoracao,59,2007,4,2850,69,11,11
11acb40fe03811a7bc40babe5d11c752,relogios_presentes,53,481,1,400,19,13,13
11bbef4e2a44601d9dd471aa1fb433e6,beleza_saude,52,1222,2,838,28,14,21
11c273f63badb1626f41abce9a038587,papelaria,44,386,1,1900,19,15,13
11c3ff6555092bf425ea842a023a7809,cool_stuff,46,507,1,1650,23,68,25
11dc4053871ff53ff79fb1fc7e6b160f,esporte_lazer,29,347,1,1600,100,7,11
11dcc970f7a5581e1bf777b6da3f7096,utilidades_domesticas,42,659,2,1038,41,22,28
11e02f2cd150fa54525a1109f61ea2de,perfumaria,39,270,1,325,21,12,15
11e5f8670ab66f75fd2b979a6d2a14b2,cama_mesa_banho,43,441,1,4600,50,23,36
11fd9d7ba552e1d28872e008acf1e050,cool_stuff,31,1194,3,10225,19,11,11
12109f7ebba06bbaeb6448c770cb716e,cama_mesa_banho,57,729,1,1150,20,30,30
121b9686b9929855d823981fc655a6fe,utilidades_domesticas,55,747,1,6250,53,23,28
121f7f44c9e25be4873ca9296542ebd3,beleza_saude,56,2264,2,1025,23,18,20
1231bc5d1cab6d3f64357eba69240f63,ferramentas_jardim,54,2098,1,11900,30,40,30
1263e0be5fffc8e194d03bee6893eb7c,automotivo,59,651,5,4300,78,4,47
12717f7dc7e2daec2771d44b39f477b3,cama_mesa_banho,49,120,1,650,34,18,44
1272db6c9d16e3c3b9878c3462a0f369,malas_acessorios,29,1095,3,450,28,19,29
12760bcacfaaf1457bc36e601e26dc79,utilidades_domesticas,42,991,3,200,30,10,15
129de02d0ac6adf4f77c41bc157adbeb,automotivo,55,2527,2,250,20,4,16
12a5914d1826c08632a428b769a4eb30,beleza_saude,34,636,1,100,16,2,11
12bc892d6fff0dc42c8177f3665ef00e,beleza_saude,56,3847,10,100,28,13,12
12ce53b5f757dfcb8e78117caa2d6ac4,eletronicos,55,57,1,150,16,7,11
12dc5e5d178b930cf87cf16e812fc2d5,perfumaria,27,1280,1,125,16,14,14
12e479f1c2c0417147a3e36302485e30,relogios_presentes,46,629,1,400,24,8,12
12e6d0f655986ceff00c74658dec97b1,moveis_sala,47,511,1,7875,60,25,25
12f066474dfa3c415c169051c5e1967e,telefonia,60,749,3,200,22,8,15
12f996b4a20f364ff8b53e086e0bff8c,eletronicos,49,1130,1,148,17,15,15
130482add9fd75ccb6c57ba007694a2d,informatica_acessorios,55,60,1,2800,40,15,40
130cdbc1715f7e1b5d9be728ce04398e,casa_conforto,46,519,1,500,18,12,18
133f594a246e5c52489304a4b5a39830,dvds_blu_ray,48,354,1,200,20,2,15
1346e52897253207e49624d96aa60471,eletrodomesticos,57,844,1,1550,30,10,15
1347d4320dcd0acd750e37bb3d94a918,eletrodomesticos,54,780,5,7600,30,50,40
134957eeec87be2414ac629ee0b947a4,informatica_acessorios,57,1370,1,200,20,15,15
135cd53710b2e374b08e9a4609d6c053,telefonia,33,687,1,100,19,4,11
13600956946060355717f613fc076a67,climatizacao,57,792,5,550,18,11,18
137464dece73fa2dbb54658dbc7aae58,artigos_de_festas,53,320,1,1250,35,25,25
139a8ba50a931c4055ff072ef1817b06,relogios_presentes,46,655,1,700,20,12,15
13da041c237c948a2d42da8bcd7c329d,artigos_de_natal,38,748,1,4650,50,8,45
13db47eae724e2848e12b71a617a3a41,audio,34,468,1,425,17,11,14
13fd915e499b787f1f4c9dbb231d0d4c,informatica_acessorios,53,113,3,150,16,5,15
141125957e8b78c5cf939c18077fa2f7,eletronicos,45,88,2,200,22,5,11
141807ad4a13efebac9bbd9609137182,artes,59,1030,1,650,26,30,12
141b7f1c4036e50d42d9ba4b253d59a0,automotivo,49,725,6,1850,31,28,28
143bc7fcaf6929ef5979e58abf39d4ed,moveis_escritorio,40,1189,1,18225,38,54,38
143f3709e0b16bb2f1f5737e74ec15bc,telefonia,33,730,1,500,17,19,14
145978af3e89b318be0b717a0953649a,informatica_acessorios,56,295,3,150,31,3,28
1468c44dd6c3ecaa8e9b12a8a2a7ed0c,relogios_presentes,37,373,2,300,16,9,17
1486ffdf6241755c77f5345b01232361,cama_mesa_banho,57,592,1,1600,40,4,28
1491a8ff192d4b5c369b0eaa2fe33ee5,cama_mesa_banho,46,162,5,4600,60,19,50
14dffa241a078aeaebaef48a49e807ca,bebes,43,746,4,250,16,7,11
1501b0033c68a37fa9560033a440e529,eletroportateis,58,1160,6,410,24,22,17
150c699262a053229e89213dc9c358d2,sinalizacao_e_seguranca,60,480,1,300,16,14,15
15151e8a937f6a4d1a4f0c03c765c6f2,ferramentas_jardim,38,2612,3,50,51,22,22
15182e412b013f40aa860be89720c91f,livros_interesse_geral,30,922,1,800,22,8,16
151f6da73d1f11e1a75553f0281d19dd,fashion_bolsas_e_acessorios,42,78,4,200,16,2,11
1528d0673079ce2d79d29753b800d76e,beleza_saude,58,790,4,800,20,7,20
1529199a7d88ac40cef5b4a508f18f2c,esporte_lazer,38,1043,2,500,17,5,13
152d8bb1e16d0a4f567c7cece5e92b6a,cama_mesa_banho,64,702,1,2700,42,16,36
15348d4e550d520b418c581a2012c0d9,casa_construcao,41,595,4,400,17,20,17
154e7e31ebfa092203795c972e5804a6,beleza_saude,48,575,1,100,20,15,15
155815f7173905f1e5cde0b82adfc113,cama_mesa_banho,26,421,1,200,16,12,11
156dc15f380f2c6fa999b386a90a8524,moveis_decoracao,29,306,1,2750,49,10,38
1574ed2c73e4465c572f68dd77528203,,,,,16000,58,28,58
