seller_id,seller_zip_code_prefix,seller_city,seller_state
2156f2671501a81034d7d07f217609d0,04776,sp,SP
218d46b86c1881d022bce9c68a7d4b15,14070,ribeirao preto,SP
218f991754f360af9c2daa5e0b8e990c,01123,sao paulo,SP
2199e7fe213c16213bf5d6a7eadc9a5d,11900,registro,SP
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG
22c32ec35d0116ef02c281798a25bf8b,87043,maringa,PR
232a6014e7b10cba61c6c2b2ea6bb4b0,16500,cafelandia,SP
23613d49c3ac2bd302259e55c06c050c,13660,porto ferreira,SP
236585a4ddb5fea9fa40233e2249ed91,95088,caxias do sul,RS
2379bdc3888025689a9deb7b141507d5,13806,mogi mirim,SP
238fac594e170b59c6d228f5a4f4f1d9,17300,dois corregos,SP
23a0ffca143a15b9b5bbdb7d552f626a,13520,sao pedro,SP
23c38debaffe4a25a30fdbd9b586a13f,18110,votorantim,SP
240b9776d844d37535668549a396af32,24120,niteroi,RJ
2493dc3f20131696a0ecdb9948051a8d,71065,brasilia,DF
2528513dd95219a6013d4d05176e391a,06060,osasco,SP
259f7b5e6e482c230e5bfaa670b6bb8f,08550,poa,SP
25be943a321c8938947bdaabca979a90,09725,sao bernardo do campo,SP
25c5c91f63607446a97b143d2d535d31,35680,itauna,MG
25cf099de44674fde97473224f9d59ab,06716,cotia,SP
25e6ffe976bd75618accfe16cefcbd0d,05503,sao paulo,SP
26785a546900236d66f2e4197c211158,08430,sao paulo,SP
269c5fc9fcadee614364c3620c30a1f9,07140,guarulhos,SP
26bad72add1f86e08a776ce4ffdaf1ca,14470,pedregulho,SP
26d6bbee02420494d471c9f6436929c0,81530,curitiba,PR
26d8a1c7c75d513045798992ead43aa2,86800,apucarana,PR
270297ead4c65a6cd2593960d2af6b21,04696,sao paulo,SP
2709af9587499e95e803a6498a5a56e9,03813,sao paulo,SP
271b8923c6a549e02d3c9fd1f8c0422b,11704,praia grande,SP
271c58a1d139c45eaf3316107c6d3a3b,03632,sao paulo,SP
272f092de69afedd4d2969440b37f18f,03265,sao paulo,SP
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG
282f23a9769b2690c5dda22e316f9941,31573,belo horizonte,MG
289cdb325fb7e7f891c38608bf9e0962,31570,belo horizonte,SP
28d162ab86bb49d719c32f0ee6186eaa,14079,ribeirao preto,SP
28ea411b354f14b1a494be4e79f0ce02,05685,sao paulo,SP
28fb0829fd777877cdc350d25cb5bd5b,15051,sao jose do rio pret,SP
2a1348e9addc1af5aaa619b1a3679d6b,30494,belo horizonte,MG
2a5b78b41cd05baeac8df54c6606b92c,35570,formiga,MG
2a61c271b1ac763450d846849783e922,09175,santo andre,SP
2a7dc43cecabf23403078e2188437d1d,04142,sao paulo,SP
2a84855fd20af891be03bc5924d2b453,30111,belo horizonte,MG
2addf05f476d0637864454e93ba673d5,70856,brasilia,DF
2b1a40c1daabc6ca280c4b815c101841,35500,divinopolis,MG
2b3b9ce054da76a7428df143a567b156,03572,sao paulo,SP
2b3e4a2a3ea8e01938cabda2a3e5cc79,04733,sao paulo,SP
2bf6a2c1e71bbd29a4ad64e6d3c3629f,28615,nova friburgo,RJ
2c43fb513632d29b3b58df74816f1b06,30421,belo horizonte,MG
2c4c47cb51acd5ea5db5e0ae0e26542a,15290,buritama,SP
2c9e548be18521d1c43cde1c582c6de8,08752,mogi das cruzes,SP
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP
2d518637f53161b973e01f56ea4bb88e,02992,sao paulo,SP
2dd1fb6f0e42a2243b8a01e40cd41216,80240,curitiba,PR
2dee2ce60de9709b1a24083217181a1f,78552,sinop,MT
2e1c9f22be269ef4643f826c9e650a52,04850,sao paulo,SP
2e7ea2aafec5835e781b21d6d1faf1f1,02820,sao paulo,SP
2e90cb1677d35cfe24eef47d441b7c87,02285,sao paulo,SP
2eb70248d66e0e3ef83659f71b244378,13101,campinas,SP
2f4b0d3b9634b647d4edee577d7ebb7e,02310,sao paulo,SP
2f74af7a0ee5636f12c2336f9fffed47,02376,sao paulo,SP
2ff6b7bff164ef05590a52734e1296da,86060,londrina,PR
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP
3078096983cf766a32a06257648502d1,13720,scao jose do rio pardo,SP
30829ded4523ab9224b93bc49a62c95f,95360,parai,RS
30a2f535bb48308f991d0b9ad4a8c4bb,13457,santa barbara d'oeste,SP
30a81d8cf85fb2ada1b1b094c9583a95,03563,sao paulo,SP
31561f325664a8a7aba4c8d0c3a9b3db,03287,sao paulo,SP
318f287a62ab7ac10b703ac37435a231,04773,sao paulo,SP
31ae0774c17fabd06ff707cc5bde005f,13478,americana,SP
31da954dc0855f2495c6310f70a2f931,13601,araras,SP
31eec405c9bb71dec8e2629a92e764fa,29300,cachoeiro de itapemirim,ES
323ce52b5b81df2cd804b017b7f09aa7,03306,sao paulo,SP
325f3178fb58e2a9778334621eecdbf9,06790,taboao da serra,SP
32fdd5d44ecb43dfd6a24b9369eca144,35557,carmo do cajuru,MG
3340ef1913fb70d28420f6ceb685c339,87040,maringa,PR
33576ec5412fb5905d876f12f33bfde6,80040,curitiba,PR
3361277dc30b7cccdb0c286b24219756,87015,maringa,PR
3364a91ec4d56c98e44174de954b94f6,76804,porto velho,RO
33a17d60c64393351ebf1ef860f4e0f2,91510,porto alegre,RS
33a6f4b1e7cdc205511e76ba1b6e0186,07084,guarulhos,SP
33cbbec1e7e1044aaf11d152172c776f,95705,bento goncalves,RS
34056b8b55c1775a22af2331670a799c,16304,penapolis,SP
343e716476e3748b069f980efbaa294e,13033,campinas,SP
344223b2a90784f64136a8a5da012e7f,89117,gaspar,SC
3492e68f37fd1df87f4f2f2ea247f445,13322,salto,SP
34d1ca11b242c0fee2c834ae8d788566,36415,congonhas,MG
3504c0cb71d7fa48d967e0e4c94d59d9,09350,maua,SP
3586b8580d9c917874e053a1bb37b5ff,14802,araraquara,SP
35fb511489d9ee3ee27a76debce9df06,86061,londrina,PR
36a968b544695394e4e9d7572688598f,11010,santos,SP
373ee4a3a775a733770ca3f790b8b9ac,22793,rio de janeiro,RJ
37515688008a7a40ac93e3b2e4ab203f,17900,dracena,SP
376a891762bbdecbc02b4b6adec3fdda,74323,goiania,GO
3771c85bac139d2344864ede5d9341e3,18087,sorocaba,SP
37be5a7c751166fbc5f8ccba4119e043,04248,sao paulo,SP
381c83fdca332ea6afd896da20bf6e4a,80010,curitiba,PR
382229d1e840115ffe3dbf5ff460e417,23092,rio de janeiro,RJ
389e45560e33d2d0747f949dcddbc08e,12238,sao jose dos campos,SP
38e679b9e0064cd94c6f035707344dae,86010,londrina,PR
3903c788ded8dc03b5ebab37a2f3e9a1,06332,carapicuiba,SP
391fc6631aebcf3004804e51b40bcf1e,14940,ibitinga,SP
3935fe5fe0f82787a9dcb8deb62be09d,04905,sao paulo,SP
3985a3c45be355a4c57fde108bfabd1c,95690,rolante,RS
39a5005f2605cbdb4f9ac14485cabfd1,14780,barretos,SP
39d54ff918774174706fb065d7f9dc07,04243,sao paulo,SP
39d61be7a92eb77b7da367bd4845bc0e,13420,sao paulo,SP
3a1a1fec38dd360f15fc912e821e169d,02451,sao paulo,SP
3a3e46d10f74d8a6ca76e2b538f106a0,02522,sao paulo,SP
3ab971ce71839580d2ae5b4e40fe8044,03210,sao paulo,SP
3ade81dab5a172b88e1871c28ae05260,15076,sao jose do rio preto,SP
3afc536624bc2e65bddfb5db33cc01f3,30150,belo horizonte,MG
3b15288545f8928d3e65a8f949a28291,14940,ibitinga,SP
3bb548e3cb7f70f28e3f11ee9dce0e59,87040,maringa,PR
3bdff180c7e1f6551a643b99c265a120,04811,sao paulo,SP
3be634553519fb6536a03e1358e9fdc7,08275,sao paulo,SP
3c03b12bab54d8b37d79d914bfdb1aa0,25561,sao joao de meriti,RJ
3c487ae8f8d7542beff5788e2e0aea83,72460,gama,DF
3c4e0452bff7a2a788179488d3d77032,83408,colombo,PR
3c7c4a49ec3c6550809089c6a2ca9370,03804,sao paulo,SP
3d49bfdd1b43a7fe169b3740067acc61,39400,montes claros,MG
3d4b1ae7539303b5704493798893e82c,03244,sao paulo,SP
3d621842b2ed28e2b474132480edac3c,08041,sao paulo,SP
3d871de0142ce09b7081e2b9d1733cb1,13232,campo limpo paulista,SP
3d8fa2f5b647373c8620330c4e077a9f,03031,sao paulo,SP
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG
3dbbce181edfaa4a597ec858c382d2ec,82515,curitiba,PR
3df020b72d3d44b3af9d110fa3940b65,15704,jales,SP
3dfd3dc96f7f8598eca74e9ac8a2fa31,03343,sao paulo,SP
3e8bd881d92466e63ba9e3e809cd3c50,20751,rio de janeiro,RJ
3f0e48d209018b466fcd3bb4ccfeb520,80215,curitiba,PR
3f2af2670e104d1bcb54022274daeac5,87240,terra boa,PR
3f3486b61f45078d4f31ee5e43d8c5bb,03035,sao paulo,SP
3f995f07c49d0d55a99d5c54957f7d81,06853,itapecerica da serra,SP
3fd1e727ba94cfe122d165e176ce7967,14802,araraquara,SP
4003520d80d0bad1d5623f7aa3c63cda,20520,rio de janeiro,RJ
402916f742e5c740cc751493d9cf5053,39740,guanhaes,MG
403aa86912527d730337ffcb0fb096ab,30220,belo horizonte,MG
406740ee611378a662d274c7d8c43c4a,29056,vitoria,ES
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP
40d54b51e962dbe09cabbcfd33298dee,09230,santo andre,SP
40db9e9aa57f7bb151bcda6b0f9bdbb7,52010,recife,PE
40ec8ab6cdafbcc4f544da38c67da39a,85603,francisco beltrao,PR
411f3b52d857390502ee4e4d5ceabc2d,09400,ribeirao pires,SP
4125d9385a25e82d2f72d3a0fd55bc3f,11065,santos,SP
41b39e28db005d9731d9d485a83b4c38,09220,santo andre,SP
41b86b552e54e3a7009596125aa8b167,02470,sao paulo,SP
41da412d33e8da4f22baf55cb1bde82c,29260,domingos martins,ES
4200ddf1967c5e41e48db62bc6d4b5ac,09710,sao bernardo do campo,SP
42b729f859728f5079499127a9c2ef37,03910,sao paulo,SP
42bde9fef835393bb8a8849cb6b7f245,71551,brasilia,DF
430315b7bb4b6e4b3c978f9dfa9b0558,04857,sao paulo,SP
4305fe92735c8a43d154ff6dd2b8d927,35170,coronel fabriciano,MG
431050a06a317f2b38168dec3dcd2b46,02475,sao paulo,SP
431af27f296bc6519d890aa5a05fdb11,14110,ribeirao preto,SP
432c37c9dfba871172ec162e20118b8c,70235,brasilia,DF
43402bdf22aa2310e8f99e2f94f78628,09434,ribeirao pires,SP
4342d4b2ba6b161468c63a7e7cfce593,22793,rio de janeiro,RJ
4371b634e0efc0e22b09b52907d9d469,02028,sao paulo,SP
43f8c9950d11ecd03a0304a49e010da6,06341,carapicuiba,SP
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF
440dd6ab244315c632130ecfb63827b1,15502,votuporanga,SP
44f091b5abab8018f682fce8124b85e5,02281,sao paulo,SP
45213867cefbf2cd4c6177e10216a951,13603,araras,SP
4559697a8f7e637227c2eeaed843baff,19029,presidente prudente,SP
45ba18c210d42734ec52c0c1c574e9ee,18130,sao roque,SP
45d33f715e24d15a6ccf5c17b3a23e3c,18015,sorocaba,SP
461ff5303b6c9c1a4a07f40c5aece516,83323,pinhais,PR
46dc3b2cc0980fb8ec44634e21d2718e,22240,rio de janeiro,RJ
47efca563408aae19bb7206c2d969ea9,64033,teresina,PI
48162d548f5b1b11b9d29d1e01f75a61,13403,piracicaba,SP
4830e40640734fc1c52cd21127c341d4,03573,sao paulo,SP
483ca627d131e18f988349b1655c0acd,13800,mogi mirim,SP
48436dade18ac8b2bce089ec2a041202,27277,volta redonda,SP
4869f7a5dfa277a7dca6462dcf3b52b2,14840,guariba,SP
48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,SP
48efc9d94a9834137efd9ea76b065a38,81130,curitiba,PR
48fb026ed7455a42f5d3e9390ed5088e,27321,barra mansa,RJ
49067458c68f7701fd334ce326accbe0,36050,juiz de fora,MG
4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC
4992e76a42cb3aad7a7047e0d3d7e729,03334,sao paulo,SP
49e7217cfe4e427191c378ec626d8737,35570,formiga,MG
4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP
4a3ccda38b2129705f3fb522db62ca31,17504,marilia,SP
4aba391bc3b88717ce08eb11e44937b2,45816,arraial d'ajuda (porto seguro),BA
4b0fdb526525f9890eb145bf1534640e,14940,ibitinga,SP
4b5f66b7adcf57f1ecc0d3c07dd6b177,87025,vendas@creditparts.com.br,PR
4b9750c8ad28220fe6702d4ecb7c898f,13484,limeira,SP
4ba52dfeba874da5b9ee7b17c7494f04,08790,mogi das cruzes,SP
4be6b962d83299498bae2190f95d6566,13561,sao carlos,SP
4bf2f4ee540798a61f9636d12cd9cc80,19814,assis,SP
4c03b9dd4c11ee2cb35c96c49efc9420,13232,campo limpo paulista,SP
4c18691b6037662be2df78a765d98ab5,03167,sao paulo,SP
4c2b230173bb36f9b240f2b8ac11786e,03933,sao paulo,SP
4c498c7345e89aebad651544829beca0,06341,carapicuiba,SP
4c4d546adf3c3868fe19c9ec6e9ffda9,87013,maringa,PR
4c8b8048e33af2bf94f2eb547746a916,14940,ibitinga,SP
4ce8b55b4bfa4659184e7becc1fba3f2,83823,fazenda rio grande,PR
4d6d651bd7684af3fffabd5f08d12e5a,17209,jau,SP
4dab98ca6cd6d3df586203cefd28a042,91150,porto alegre,RS
4e0d109ccfba9a1151c103049880c857,25550,sao joao de meriti,RJ
4e17c65a516f69d023a2ae78b84f28d6,08673,suzano,SP
4e5725ba188db8252977a4f0227bd462,14092,ribeirao preto,SP
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP
4e922959ae960d389249c378d1c939f5,12327,jacarei,SP
4ebdc7e6cd6102a022dadc49156d4ea8,05030,sao paulo,SP
4ef4c39cf3c24f326434cf0b2e48046a,05004,sao paulo,SP
5011f0d93373a4c5753adf58ca77af8d,11013,santos,SP
5058e8c1e82653974541e83690655b4a,08583,itaquaquecetuba,SP
5075aaa8404020ae6aa8bf4792099b41,37706,pocos de caldas,MG
508808d438fe2ff972ed13bb8f4a82e2,03963,sao paulo,SP
513a54369b6a8a6602fcb0e129c6d78d,09862,sao bernardo do campo,SP
5151aea44289d6c6b090ee31c2132508,17515,marilia,SP
5160d23075764e18e07c1f4a87fad743,09720,sao bernardo do campo,SP
516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,RJ
51702dc2a3e106c76dbff722b5bf0726,13835,conchal,SP
51e0557bc7b86de13e946c60ee91ce39,31510,belo horizonte,MG
51e4e89242cbb846c2deff3dc015650e,96203,rio grande,RS
520b493b57809f446cb0a233bb3e25c7,11075,santos,SP
522620dcb18a6b31cd7bdf73665113a9,85801,cascavel,PR
525e75a6fb1454a2325ab1734bcec221,06453,barueri,SP
5275ca25d0358ca73864e0ae41be1320,07024,guarulhos,SP
527801b552d0077ffd170872eb49683b,17400,garca,SP
52a50b42accf164f9f019941e5759d9b,13820,monte alegre do sul,SP
52a52b9f656520e99716f5bc40f661c8,13573,sao carlos,SP
52bb00821bcdd358a5a5a27e1f6be5a1,06268,osasco,SP
52d76513f0c4d97f3b99570e2c94ee31,93348,novo hamburgo,RS
52f976b17ea7f2f087f56dcc419328f6,86820,california,PR
52f9db5cfb423382a2fa5c9e39303202,19830,echapora,SP
530ec6109d11eaaf87999465c6afee01,85807,cascavel,PR
53243585a1d6dc2643021fd1853d8905,42738,lauro de freitas,BA
5343d0649eca2a983820bfe93fc4d17e,09270,santo andre,SP
534a01cc6df1e034e05c32028a291fa2,13214,jundiai,SP
537eb890efff034a88679788b647c564,20270,rio de janeiro,RJ
538caafddff204241cecbf3a02e6b3cf,04516,sao paulo,SP
53b0300ca793f9834cd69c0678d35ee8,13339,indaiatuba,SP
53d00c40e32aeb924a84ce72b1af869d,14940,ibitinga,SP
53e4c6e0f4312d4d2107a8c9cddf45cd,13920,pedreira,SP
54065e9aef7e9e9c2dc23b7594db021a,20040,rio de janeiro,RJ
542917da124346b47ea1ac79a93ce454,82560,curitiba,PR
54583ab379489add547fe47b628db589,09810,sao bernardo do campo,SP
54965bbe3e4f07ae045b90b0b8541f52,85851,foz do iguacu,PR
54a1852d1b8f10312c55e906355666ee,13456,santa barbara d'oeste,SP
5563732abe64c3036cb97ad924128dd1,07192,guarulhos,SP
557f22c76691849db52d2abccf0015d0,75650,morrinhos,GO
55a5b51f93f2b70ea513f5a047b0262a,36301,sao joao del rei,MG
55d3daac7c404d59e51c2aa2f4dc5a23,02150,sao paulo,SP
55dedd83e501d8248880557d9073cbfd,22061,rio de janeiro,RJ
55f7a3319d80f7fdf078b8f03e6725fe,06056,osasco,SP
562f8cfc51f265411f487d07e9c40e7f,30575,belo horizonte,MG
562fc2f2c2863ab7e79a9e4388a58a14,13070,campinas,SP
5656537e588803a555b8eb41f07a944b,72015,brasilia,DF
56642bcb79900e777d68e91915cb4267,03701,sao paulo,SP
5670f4db5b62c43d542e1b2d56b0cf7c,03694,sao paulo,SP
56e361f411e38dcef17cdc2a3d99628b,07113,guarulhos,SP
