order_id,payment_sequential,payment_type,payment_installments,payment_value
04c28d1572e04b2b3e5b80ca7559e750,1,credit_card,3,98.52
04eb8bac62618bbc56c582cd49493669,1,credit_card,8,84.14
05086b5a715c97d1971784b6ae899a6d,1,credit_card,1,236.70
05104976125ea1e5cc04bc1f506a436a,1,credit_card,3,217.22
05452881e2846549b81d39249bb66ad7,1,credit_card,8,224.60
05535f67cf6802000ad3107136cff4bf,1,credit_card,9,116.45
0556fe7a6dbdc95276ba0513ee5f0471,1,voucher,1,77.57
0573b5e23cbd798006520e1d5b4c6714,1,boleto,1,51.95
057e8245e6408a7f5db33b517c481617,1,credit_card,1,41.84
0583457e98d0d734222af5237cd8fa94,1,credit_card,2,68.04
058ff573aef21e528adcab8b8717c43a,1,credit_card,6,149.96
05981a7bf1a18eb991af55a8a8dbdf83,1,credit_card,2,29.84
05a82511dd29bef74d8003b015912fd6,1,credit_card,1,54.00
05bef443b850685058070c9e781988e8,1,credit_card,7,79.52
05ce7829fca9c640cd884ba446956158,1,credit_card,10,622.64
05d46826bd0fb605d6b00e30e9141882,1,credit_card,2,61.36
05e19ab996b114339f316bf41b359d52,1,credit_card,5,852.68
05eb212cd5b01c76bdb5215a49df19b6,1,credit_card,3,107.22
05f8021cf7217f1990addecad0e24b7a,1,credit_card,5,198.25
061a6c0d2222c7c9f49a21e108579b49,1,credit_card,1,94.63
061b74bca735bb2c1953e40bc098101d,1,credit_card,3,98.88
061cc2095125b495f7221ed85a706c07,1,credit_card,3,70.27
0635e2196d30b3003d5381ca15cb3d87,1,boleto,1,59.66
063b573b88fc80e516aba87df524f809,1,credit_card,1,87.53
0650ef96422834cca0cc7799efbf6307,1,credit_card,2,118.88
0659ee4a8b8b8da8337c94d35e423c74,1,boleto,1,368.94
065c05543ebdfd79fb629b2b4a6ab904,1,credit_card,1,1.02
065c05543ebdfd79fb629b2b4a6ab904,2,voucher,1,100.00
065d95bb9e6d5bbc0a5a2c40579b16e5,1,credit_card,2,102.53
066783a7a5bfa25f21a22e17c7ec9137,1,credit_card,6,65.05
067c946a70abc2e1e8d9185ae309b48a,1,credit_card,10,231.27
068c0507e1af74b156beee1db2deed7a,1,credit_card,6,104.34
0691811195a83594b0377267a8050e6f,1,boleto,1,105.37
069370014d6465fb28770cd9449402c5,1,credit_card,4,41.38
06b491ece3a9bd260341c1ad36870e8b,1,boleto,1,31.69
06d8cb692ed19b092adaaf5337d01a39,1,credit_card,2,227.60
06da8e499e3e6c47151b945f8c9eaab3,1,credit_card,3,820.62
06db57a9e774a7fbdb7c8ee188baef65,1,credit_card,1,72.14
06f4be78b76ba6a42605efa4ce7544d7,1,credit_card,3,168.67
070a62ae87136bfbe6ef6d0e2883cda5,1,boleto,1,343.37
070d0196420dc138bcfaa72cb10eea02,1,credit_card,1,157.21
07159640598ab46b708279254ec3be0f,1,credit_card,1,31.33
07242eb6740fc0feb5044eda405a4782,1,boleto,1,118.28
074d6aba62abd52ad27529d3fb746260,1,credit_card,1,111.81
0756c3213eb9155bc1209caced66eb82,1,credit_card,2,135.08
0759ac0ac1a0c11ab13fc66564f4e112,1,credit_card,10,777.24
0759c200a1d9ec728ba380676bccb583,1,boleto,1,76.51
0762fe35b71987563f8771eb6d14938f,1,credit_card,1,87.03
076c344fa6fb7b7284fe98fbcb257ab1,1,credit_card,5,148.15
0771233ce445ab49cb2542af0243618e,1,boleto,1,40.61
077743f9ba8964fff85ace5b958e5284,1,credit_card,10,137.89
0791c9a8e89bfcc422ab718dd43f2dca,1,boleto,1,50.09
079b79bacc6e0a0c7ed93cd6e3624f6e,1,credit_card,1,77.04
07d395244b58ce72bbecdafbb1b60ace,1,boleto,1,137.93
07da7d9fe6a7a8388af1f996b3bb0472,1,credit_card,1,28.40
07f6b1ad9ba4f7a4d2326adf7b8f517f,1,credit_card,2,106.91
082da800c206687336a039aa7269d303,1,credit_card,2,178.90
083c3a567b005b0f7261c9c0c76fe151,1,credit_card,1,77.06
084080266521db39cd371403f8534271,1,credit_card,6,108.59
084ac56b13107e32ab92934f70638bc9,1,credit_card,10,1271.98
0858bbf6d922af574797281c8df8de5c,1,boleto,1,47.44
08636a3fcd5c2b3e957b9b8c6ac8ecd9,1,boleto,1,107.78
087b902fe8df6660b295f28f1d8f7c30,1,credit_card,1,41.05
088217fa841fd3da3004a1a7e1d525f8,1,credit_card,2,186.83
0893ae2dd572c400965d60fa77f45076,1,boleto,1,126.90
0896eccb8187d6b1738ce4a3a1add1b3,1,credit_card,1,105.69
08ac0336730e831f16eeadf576564ff3,1,credit_card,1,44.28
08c6860a0281fefc591da60249d5fa76,1,credit_card,2,147.65
08d862895d238cb8405dffe9b981df25,1,credit_card,3,128.31
08e5962f7b156426e52078f8504e9b9e,1,credit_card,3,326.94
08ee9c1b1da47ffd2a7c7163aa134b16,1,credit_card,1,32.92
08ee9c1b1da47ffd2a7c7163aa134b16,2,voucher,1,50.00
08f09d9ef3e4f3cdfa18431097f40682,1,boleto,1,160.79
0909121693cdb66d170b212e65c2bf59,1,boleto,1,187.98
090df55d4945ec96f88731875465407d,1,credit_card,4,73.34
0914478fdcadbaa5c8c8b3442b4f28d2,1,voucher,1,56.78
09356cee7d8fee33dcb3ee80c1ccb14f,1,credit_card,1,35.00
09545768adc993877dfa9a4024b360c2,1,credit_card,1,98.15
09545768adc993877dfa9a4024b360c2,2,voucher,1,15.00
0957ed870116e596b800540427c61497,1,credit_card,4,157.99
095e9e0811476409362d72fa70d73a6c,1,credit_card,2,99.01
095f058cc1daeb1e7ba1c133473090a3,1,credit_card,8,1506.05
097452f101cb19b0ccc80d3a980d9755,1,credit_card,2,173.88
09777f429af8cc60d951cad68db15b6f,1,credit_card,4,424.57
0989d111cfe79cf0bbdea443f1caf9b7,1,boleto,1,209.38
098a8457920d6c63f0cb10ccfbcd369d,1,boleto,1,210.03
09944d214dbe0d92666178941a674632,1,credit_card,4,226.24
09956a4d0066f2ef4e70f7ae51e2c9f3,1,credit_card,4,147.06
099a55045696dde09f58f62e8e82a542,1,credit_card,7,191.89
099be5827a2f9692b1c1ad111affc9d1,1,boleto,1,46.78
09a12008dce38051d0f39f922b380e05,1,credit_card,4,97.80
09ae00385becd9090c7e85eb465605e0,1,boleto,1,189.00
09ae30c3aa82707a515bda0df370f7d2,1,credit_card,3,83.75
09af242285bcc7d2f8b12ce33dcfcb7f,1,credit_card,1,46.78
09d6c2dd8c08336a2cbd1c449a2ef158,1,boleto,1,127.43
09da806d72011e816e9242e6d24164eb,1,credit_card,1,38.38
09de1c09553be98d80e730e53641c515,1,credit_card,10,310.21
0a0185b8b72cbf2290c3e4218300a61c,1,voucher,1,25.00
0a0185b8b72cbf2290c3e4218300a61c,2,voucher,1,25.00
0a0185b8b72cbf2290c3e4218300a61c,3,voucher,1,16.84
0a01aa0d779fc923be4cc5505b0c6dd4,1,boleto,1,116.88
0a05e512c3e656802c930be4c1766c2a,1,credit_card,5,57.60
0a154ed7ce417e33453d705b167a3d8c,1,credit_card,5,223.36
0a2c9c3fedb974fcf5a8a569e9ba9da9,1,credit_card,1,114.79
0a31cb63d4483ffbef1d5503752a0b5d,1,credit_card,2,46.09
0a3d9f14b1781670b56b1832ba291095,1,boleto,1,395.80
0a45b0373a9b1178357bb9d93243ed18,1,boleto,1,29.75
0a54256bfd2401d553f81d8e37e5305d,1,credit_card,1,108.53
0a6003474a7471ca13dbdb23b2c04ec6,1,boleto,1,118.84
0a79d1506c2e0249c9aff8723bcf51e9,1,credit_card,2,112.02
0a87de586a94b42f2294c207845674ab,1,credit_card,5,113.44
0a8c76aaf89178fd0f7655214a6b5223,1,credit_card,1,74.17
0a8d9ed968d08daf5ef8a5cbf0bbe833,1,boleto,1,35.22
0a8f1a36db93c2d10a0ff456e5550ae8,1,credit_card,2,155.98
0a979eab29ef830d6363887a00907fb3,1,boleto,1,93.60
0a998b0552bd0e04c7b38f0f58737c54,1,credit_card,5,125.44
0aa3718b7db60c5ebec88b485cb975db,1,boleto,1,41.36
0ab72bab67e4b9af0dfc369356d70202,1,boleto,1,87.80
0abb65aa29ab57e5f52f657d22b47648,1,voucher,1,24.60
0abf7f13c92f93e708a28f32316b13d3,1,credit_card,1,121.55
0ad01dd05d74bc7891d57312627ec33b,1,boleto,1,158.09
0ad82b0c5d9f039a29814e465165a0da,1,credit_card,6,318.40
0aeb20ab92028bf31d5d8b2314b03092,1,credit_card,3,159.60
0af96849112c968e7764ac7f17e4f9f7,1,boleto,1,50.95
0b01066982af6f2681ea9b0169f0d987,1,credit_card,3,129.59
0b36b5725c37564b933ec5845f63b635,1,boleto,1,145.58
0b7faa591b1acf3fa59f5297017b3058,1,boleto,1,96.62
0b82a32f3caec8e9157049e294486ade,1,credit_card,3,143.62
0b83b48cff92afd5eb4360860cad0ff1,1,boleto,1,90.84
0b8c594f80a7db56ea4927af84e45203,1,boleto,1,63.64
0b8dbb26699a171be239666299d2174f,1,credit_card,5,68.70
0b8e4fe7f85610340424b314dc68c366,1,boleto,1,74.50
0bb0dd89956cc5f44ff556c2189e7160,1,boleto,1,54.00
0bba959fbb649221ae07d0c128ba1809,1,credit_card,10,136.50
0bc9cc637f074aa7df9fb7f206125066,1,credit_card,5,53.10
0bdb173bda4bf7e4109fe707c309252a,1,credit_card,10,132.95
0be2a2a52adfb0963b9bb86b3b668b90,1,credit_card,3,119.34
0bfef24c6be372da610fb6c17ca1dafc,1,credit_card,1,70.14
0c2766159bd610cb7f38a657ebb28e39,1,credit_card,1,46.52
0c311ce5790eb3a82cfaf0ab40840730,1,credit_card,7,79.47
0c40dfe4127461031cfea37fb4c63856,1,credit_card,8,169.51
0c51cc0743219907058b0a266949d0a9,1,credit_card,3,73.75
0c54f2a2eeb0c42bd55937babb4669eb,1,credit_card,1,25.90
0c5a7b3c5703837ef40113972224a978,1,credit_card,8,448.51
0c5f4de2e1c08a6da891feaafcf35d1e,1,credit_card,3,221.99
0c7ac4325ae837f28df12a94a51cf375,1,credit_card,3,70.49
0c922ae7c3b6cb7d848150c80121bc1b,1,boleto,1,50.95
0c9b9834c09d4fbf6bbadf2b3fba9828,1,boleto,1,62.44
0cb398989a2bafd3944803b5427a622d,1,credit_card,1,69.27
0ccb5b7bf95c5b642f3717b08c633361,1,credit_card,1,2.41
0ccb5b7bf95c5b642f3717b08c633361,2,voucher,1,25.56
0ccb5b7bf95c5b642f3717b08c633361,3,voucher,1,12.78
0ccb884361ec00003176dab0ea647f59,1,credit_card,2,133.08
0cce1e1470bc8d35d6a2bebb6991bc1b,1,credit_card,2,54.18
0cd93455c51655ebb590c07a06d584a1,1,credit_card,10,191.56
0cd93455c51655ebb590c07a06d584a1,2,credit_card,10,169.51
0cd93455c51655ebb590c07a06d584a1,3,voucher,1,17.54
0cde8327c49577c3c0fed91e084daef5,1,credit_card,6,346.21
0ce0997380b2110e5d35697ce4ddabd7,1,credit_card,1,32.42
0ced306b608e9bc80ef960368a3414a4,1,voucher,1,10.34
0ced306b608e9bc80ef960368a3414a4,2,voucher,1,1.67
0ced306b608e9bc80ef960368a3414a4,3,voucher,1,9.71
0cef0a9c1d74d5ec485fb3195191caa1,1,credit_card,2,337.42
0cfabecb909812856ae6d21400104334,1,credit_card,1,93.32
0d084d7d6f5d7b6a97582e1dc74dda2a,1,credit_card,2,40.11
0d0aa4989e49d1acbc9d973bf923b77c,1,credit_card,1,76.11
0d29f866f714402153c7a02ca8bf6134,1,credit_card,1,161.26
0d2d1445891e7aba669fa2069d695601,1,boleto,1,51.75
0d3361c2f225ac28b02f7a5492ed73fb,1,credit_card,12,503.68
0d387b5d8e636190398548a221d4185d,1,credit_card,2,204.17
0d5d3777270af3ab88e1ad0e74c57e52,1,credit_card,8,158.74
0d702aba7840fe6e6942e419648d9e0e,1,credit_card,1,85.91
0d922ec2be9bd5e75e225b6bacfdc4d6,1,credit_card,1,34.95
0d9e86e02c1a823b20c03ea29d616607,1,credit_card,6,289.45
0da26371f58ab8e89157a901ef0cf390,1,credit_card,10,171.49
0daa8301819941dd352fe651f9fa70d5,1,credit_card,1,35.44
0dc2734aeb43fcd6b5c4a6d6296f50c5,1,boleto,1,177.38
0dc561ba424a8d639e1d4d7840c530c0,1,boleto,1,163.25
0dd40e8c8c363027df66efe4fea48bdf,1,boleto,1,61.09
0de5dbc9f3226761687d84b54057efba,1,credit_card,1,73.89
0df047ac4fa1b5eed06cc188e54fd23e,1,debit_card,1,103.86
0e0fa429a12bc8105554270a3a52ce97,1,voucher,1,85.58
0e19122f9fa8f2ac31d7ee9742b7d98b,1,credit_card,1,83.50
0e1c841770446e9becaf95190493901f,1,credit_card,2,65.71
0e3669da7effc0dce5fe5e8a52bb5805,1,boleto,1,29.41
0e3743eb1b447eb4747eaafc9221fb41,1,credit_card,4,173.52
0e3ee99a343d05fc3fa4256f7c675c63,1,credit_card,1,129.54
0e5d6a7f18b77c72f681911eaf6c011a,1,boleto,1,77.57
0e5dcadb0c33c96bd4c6573929a80d9f,1,credit_card,5,76.88
0e622d371212819a199d533eafd7e4c3,1,credit_card,10,911.62
0e62b7f0d74e42edd997cf3dfaac54c2,1,boleto,1,1054.63
0e696093d25ba307ef78cf0d208bf500,1,credit_card,3,66.11
0e74f4c5e40226e7f0aa460ce139ee37,1,credit_card,5,125.42
0e8488c62611eb99cdf174e019bf9d8a,1,credit_card,5,313.55
0e8a50eedd19fc32a3537ab8ea559f33,1,boleto,1,192.56
0e8b6c11a73010fcf68119448a6182cb,1,credit_card,8,172.55
0ead7996f8952fba09e18bed9872414e,1,boleto,1,87.23
0eb292344b2b6367acf848e125a32538,1,credit_card,3,54.10
0ec20feeac30045e916578f17c2085e2,1,credit_card,1,449.99
0ec73995908cf00519d1da725119d114,1,credit_card,10,842.80
0eccc15fe0cf8638062ecf10382350f1,1,boleto,1,177.39
0ed85071f4330f23eb0a71d4c26ded6a,1,credit_card,2,113.56
0ed9d4d7e66c6fdb514053430cfde54a,1,boleto,1,68.22
0ee83875134e649fc7cc3b867c337bee,1,boleto,1,79.29
0ef716d86b77c7bf750b25ef9249d193,1,credit_card,2,99.65
0efa0c45020bf70a48af010afcf0a3cc,1,credit_card,3,563.26
0f1297fc73dfe8ec236409616c39eba7,1,boleto,1,27.38
0f14db1abb2772e95d78a72c30d69678,1,credit_card,10,155.60
0f14db1abb2772e95d78a72c30d69678,2,voucher,1,53.45
0f1dea9ac2c2be3ef6885442dab7ef0e,1,credit_card,1,74.17
0f2bbeda958833e5a67ceb4368f282fe,1,credit_card,1,436.14
0f2f8cfaa707ef6df9c6363b3d70ed23,1,credit_card,1,28.67
0f3a5047f59b6a2df32f4471eedb41c5,1,credit_card,10,395.46
0f463923e58ae2578bc70e3083b98e93,1,credit_card,2,217.72
0f4ac89389a25eb2b1d923e4ed43c0a6,1,credit_card,2,115.82
0f4ace47be2863cb7e7e547f32afbe2a,1,credit_card,1,52.10
0f4e0cf683934cf2cc6b45a24b386a14,1,credit_card,1,72.97
0f503b220e9d1fd78562e41a427a0c6a,1,credit_card,10,480.40
0f57f8c8546ce0d3837910801250d944,1,credit_card,6,111.89
0f62234641212cb7b178923f7820d1e1,1,credit_card,10,470.95
0f740a04b4f5fce0611344905b62332c,1,credit_card,3,51.84
0fa97c6a14424f633800d5cb622a6bb4,1,credit_card,2,109.32
0fb130991a0a1c824371ba3df52881f3,1,credit_card,6,143.15
0fd408210166f23fe823070a2f690048,1,credit_card,1,135.66
0fdcadc1ea2d7ca9f59b5085aad894ad,1,credit_card,2,45.48
0ff4f1ed797bbfac9a16714dfa5162aa,1,credit_card,4,354.08
0ffc72fbf456655a67de48c1bd094594,1,credit_card,1,72.76
0ffdb6473bc02f6e0b767083d21457d0,1,credit_card,2,173.84
100e8cf23e7518027376ac07ca0ec96b,1,boleto,1,86.02
102b790156f60813474ed025355a59d5,1,credit_card,1,96.54
105a17b015064cf48113e9593c2ad700,1,credit_card,10,115.94
1069874467b6a425853288c450f68fc9,1,credit_card,4,40.95
106d8484bb6bb4ff239daff27fc4feb6,1,credit_card,1,28.00
106dccd8cf01a9d15921ba6b3028a09d,1,credit_card,1,57.68
106ff3ba3e84e22713bf2a10c582fd94,1,credit_card,10,827.32
108e1d5b7a25ff07b49e500b1c7ae4b0,1,credit_card,4,66.05
1097d35f1e7f8972fb78c8a135090ca8,1,boleto,1,232.70
10a44d7bc8f54ea814e6020e0f3e5fbe,1,credit_card,7,91.23
10b5d5c95177be116333e9a65a6fdea4,1,credit_card,7,85.24
10baace34a8f00b9b8a872d49d897fc9,1,credit_card,6,479.50
10c12ecab799c32c29b4df3a203ecaa8,1,credit_card,5,59.47
10c651c81fd0bec26524dab0e94090a5,1,credit_card,2,126.11
10cd85520165aa0f64d484b8f9bf60c4,1,credit_card,2,197.19
10d1e90a86d2be981a52b6a927c97dc5,1,credit_card,2,467.20
10fdf269eed6d4c024dc5eeb5c7f6c37,1,credit_card,7,75.48
1103c4be46dcfaefc2a3b79d3ef6c866,1,boleto,1,158.98
110e1980401cf18f27590b4023ff5e32,1,credit_card,3,246.49
112e22ce5f700d2155befd89a15b4a5b,1,credit_card,1,46.76
11302d4542ca6da5b505416f9e04f0a8,1,credit_card,5,57.59
113cda086060a05db0ef4fef6c8fe1d8,1,credit_card,2,152.43
114483c2698c3681197da8cbb87204b8,1,credit_card,2,133.69
114c9407eb2b873d07c1b3bf91e35a9c,1,credit_card,3,145.08
11609008a7e4bb0256bcfd643ebc6a7f,1,credit_card,3,291.32
117c08edcd4cf5c43118fefa4e0dab79,1,credit_card,1,139.22
1184c1bbcfb488132ee2bca2c07cd743,1,credit_card,5,59.87
118b09c1cf1b29c8401cb7833d29c10a,1,credit_card,3,223.12
119d2d80c921d5b4806a1b19b4e8c531,1,credit_card,3,265.95
11a6156f787eb963fb211db50db44d99,1,credit_card,10,1843.85
11a712e608d2c5d35b89246489db966d,1,boleto,1,187.57
11a9088002b4fdb9c21827b2b585dcf7,1,credit_card,10,795.61
11ac4935b48d92b0e8d9b2176da04d80,1,credit_card,2,68.87
11afac295480894b1dcdf9cf95815731,1,credit_card,2,123.25
11b4e9ae5ca811613824353594fa6044,1,credit_card,10,440.71
11b92cb31ef70accdf3705f879a0a891,1,credit_card,1,47.76
11bc6fba055abbdc961925690db38135,1,credit_card,3,282.41
11dd41a0dbb00ead97fe3c687ce9857e,1,credit_card,7,368.11
11ea58a620fd9de597a9f914ee52d9c9,1,credit_card,2,100.04
11f61eaa0c763460148326fd83749fd0,1,credit_card,1,68.88
11f97a9967bb081adb9883460c71e845,1,credit_card,2,50.89
11f97a9967bb081adb9883460c71e845,2,voucher,1,42.75
11f97a9967bb081adb9883460c71e845,3,voucher,1,33.56
11fd51275a43d1590816139eaca0bf94,1,boleto,1,115.93
1219c95f809e6f43a8a0f552664bdab6,1,boleto,1,84.72
1221112b1c9563dc03d5a32b6078a962,1,credit_card,1,189.26
122a6d89b8a3ee8fe039b6990c1dc226,1,boleto,1,94.22
1239c47cd51a11ce6c5b16e84517626f,1,boleto,1,223.27
1239e8b4884c746e8d1ea651d4ff74f1,1,credit_card,2,115.36
123f71cca05589d95c28c582ccb1d864,1,credit_card,3,145.66
128e2bcc764e1cf5e4952af2267acef2,1,boleto,1,86.54
12958a97a4e26a4e7dd8bce7de8955b9,1,credit_card,1,54.09
129832042bc2898155b5ebf3b2058585,1,boleto,1,61.38
12a545f53715575246beec2da90d6de4,1,credit_card,1,71.14
12b66545947857f58986d526e908c0a0,1,boleto,1,254.22
12bab4379a646f08ae89ed0561f5481e,1,boleto,1,85.15
12bd377dd79de8d6c43f67d1a0358743,1,credit_card,5,170.00
12c52aeb1dba3fcbef2e36accacca1e4,1,credit_card,1,69.03
12cebf41d5735b3a901bc60d2a26566e,1,credit_card,1,37.13
12dc316f04369335263005a3f304d101,1,credit_card,1,57.27
12e5a909c18964acada1ce9a760d9afe,1,credit_card,10,1620.77
12e8c054bdee17bfc0fd3d92d8cbda10,1,credit_card,1,89.17
12fb02386ecbcdda77e5e882d0c9dd95,1,boleto,1,567.22
12fcd7e7ba3b8dbe376fe73f27aa0a94,1,credit_card,1,81.62
12fd4ba303cb9951f45b3ce9b6ba764b,1,credit_card,3,58.75
131497483f8457541cf92c467b847c39,1,credit_card,3,103.37
1326c2f23bda822e4ffdd5764e04311e,1,credit_card,1,34.59
132947cc0a6620350693052f3548070f,1,boleto,1,475.01
1336838d0eba0be4e38d6f917665d23e,1,boleto,1,27.68
133757e6140cdaff98c4f396772497e3,1,credit_card,1,62.59
135118d8d6f93cb3d6839435e5b6658a,1,credit_card,2,55.10
13651aa318d6af9df5257a5dfdc20f3c,1,credit_card,1,60.53
1370fae9b19ee5e01a2d609eb18b7c8a,1,credit_card,8,145.50
1373f8a3742861c26892cc2aab7c41e1,1,credit_card,1,65.26
13832510afc6f94103aec19663dd52cf,1,credit_card,2,138.60
1384f5f2f4532f5b9fa0f6cadafc93cf,1,credit_card,1,72.18
13ba5c26aeaa1d857d413ac4b93f0924,1,credit_card,4,223.08
13bd28c9fb3f72368af23530f1231cb2,1,credit_card,1,183.00
13bdf405f961a6deec817d817f5c6624,1,boleto,1,84.65
140c901be097e36e0ee9e2249e97dfdd,1,credit_card,1,38.99
14276b4f803d028dd9b569f6c22a27ca,1,boleto,1,208.72
1446ae966d68c3abad1ca3a3ce58033e,1,credit_card,5,1404.24
145737447654951f4cf49cae1faf921a,1,credit_card,1,41.00
145e208aa1770c67fd155eb6b4084372,1,credit_card,10,229.28
