review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
052db0a4a7ba50637d7ce36d25f87389,738a72a43a2a56d21dbe8874ffddd1af,5,,,2017-08-25 00:00:00,2017-08-26 01:31:19
0539fcc8646ad7eda65465dd34c1dbf8,d30cce68111e4c4fc146bab365116a17,5,,,2018-03-09 00:00:00,2018-03-13 19:35:05
055af3521085967bdcb374b80960429c,ecbdd603d8aaf9ee128285c94a390caa,3,,,2018-08-31 00:00:00,2018-09-02 21:38:39
055ffad5ccbd5ff430002ecd869bce7a,1782119bc21f8f920e4557c56091a68a,5,,,2018-07-06 00:00:00,2018-07-09 12:48:05
05a569ca3818c28876b07a5fe5ad8a08,b1c2e69c9063d5ab5c9fe9138ecb08e0,4,,,2018-02-15 00:00:00,2018-02-15 21:31:18
05abfe9b0d325e9312ec0aad5ab9f34c,620133b0b32ccf5727e6c53ba3b0fb75,5,,ótimo produto!,2018-07-29 00:00:00,2018-07-29 22:25:18
05bf30d315c3cd05bdd6d2c5fe6715ab,c23e9a555c327fa1d60893394aae9e9e,4,,,2018-04-04 00:00:00,2018-04-05 04:04:45
05c1a1a0050664a53d7d67b59e896a4d,cc7a01248e3779979631ce8dea5c8292,1,,"stark não é mais a mesma loja que era. Até o momento, a informação é DIFICULDADE NA ENTREGA. Gostaria de saber o que houve.",2018-03-23 00:00:00,2018-03-25 03:46:21
05cf7365c154e7e2e3229fa9776b5626,a9d6b730b2ad516caeb90d9fd52c7300,5,,"O produto é excelente, veio conforme a propaganda. A entrega foi super rápida, chegou bem antes do prazo determinado.",2017-08-08 00:00:00,2017-08-09 00:33:15
05ec104149c5c93a47b0c95ff44ec3f6,694b1193d18ad057554bf13679e6a0b8,4,,,2017-05-23 00:00:00,2017-05-26 11:05:08
05fdb66cf8febe02caefb202e6c05ac4,b855a375ca3b96e3b1a106c27e2d339f,5,,,2018-08-25 00:00:00,2018-08-27 22:18:32
06003a9e2ac756acdbcf30aa984b983e,bf0b6e46855aa361a0dab877c439ef93,3,,O produto é realmente queen serviu bem o tecido é bom mais é liso quem não gosta de escorregar um pouco não compre porém ele não sai do colchão.,2018-01-23 00:00:00,2018-01-25 22:41:06
06099a1414e41b3cedfad6f8a0f446e0,724d9ea2df2a8c8c93254d43a1016cb5,4,,,2018-08-24 00:00:00,2018-08-26 18:36:41
061a08afa5057258bc7aea4d6df157c2,748d3b50f6f4b32e9998bb62826d4812,1,,,2018-02-01 00:00:00,2018-02-02 06:55:16
061e54b7c4603e4a50e4e551906467b3,8ea18c94420645b8bd579dac65636c1d,5,,,2017-12-17 00:00:00,2017-12-17 21:47:29
061fb35b151486eb0aa0c9d8e25ce261,436a28a029a7c89474beca1de4f02a29,5,,facil de comprar sem burocracias muito bom,2018-04-12 00:00:00,2018-04-14 16:53:49
064332283c9fd9e556019a5ca95d13c4,9b73a14423c28802182017b0c3295a4f,5,Super recomendo,"Pontualidade chegou antes do prazo. 
Confiabilidade site seguro. 
Na escala de 01 a 05 nota máxima (***** 05). 
",2018-05-04 00:00:00,2018-05-05 15:19:53
064c2fb292f0632744c4db6e0f7ea9df,67ef896d205bafce2b0ce685b7173d43,5,,"Entrega super rápida, muito antes do previsto! Super recomendo!",2017-09-09 00:00:00,2017-09-10 01:32:32
065155598da4c0ccd43224da047ed988,6b11ad95451aed510a1ff12346de4a14,4,,,2018-01-25 00:00:00,2018-01-28 21:31:41
065853e63fe965368a1eb826b5aadda5,0759ac0ac1a0c11ab13fc66564f4e112,3,,Faltaram 2 jumps que até o momento não foram entregues.,2018-04-18 00:00:00,2018-04-19 12:33:26
066579e74864472d03f1d31ac249629d,1c6fa4d79455e9a037cc62611a4b4f6a,1,,Não sei porque as lojas insistem em mandar os produtos pelo correio! Todos atrasam.,2018-04-20 00:00:00,2018-04-20 09:09:02
06b62cdd57524fbab1e8c9f5d769768d,67b161a02da45b7148b386cd8e8a668f,1,,Comprei três produtos e recebi apenas 01. Não consigo contato com lannister via um atendente para explicar a situação. O valor já está sendo cobrado do meu cartão. Gostaria de uma solução.,2018-01-17 00:00:00,2018-01-19 09:28:00
06b68f8cf466620588f9c9cdfba773ac,b563e4c9abf7b930b4bad28a98c22670,4,,Quanto `à entrega do produto estou satisfeito. Estamos na expectativa pra ver se funciona conforme depoimentos. ,2017-11-08 00:00:00,2017-11-08 17:34:35
06b7014d19bfecd2b42ba7e87bd84019,b085981e816dad29812a8972f65d3fc9,5,,,2017-10-28 00:00:00,2017-10-28 21:58:31
06c5266e0230241682a9cd66f29d197a,23c7702588b2b08f1bf4fbdd15f19343,5,,Excelente atendimento recomendo e indico! ,2017-04-12 00:00:00,2017-04-13 21:15:22
06e3099b149d5b491721d31b96d42aa0,fd16cef57164811712478da2f5bf81a3,5,,,2018-02-01 00:00:00,2018-02-02 10:53:58
06eb17fd3e1c11929f0fdf971880193a,b9e60cfd587e2b40cf959a04023247a8,5,,,2018-02-10 00:00:00,2018-02-12 21:52:55
070b7a160179451a326f017a2c7866f8,f16010e0add047ba483e2b3eefa7c60e,1,,"Não foi colocado meu nome como destinatário e sim ?casa da mãe? os correios não quiseram me entregar. Foram varias tentativas, frustradas. ",2018-02-17 00:00:00,2018-02-17 13:06:42
071f7cab9336550be2ad501bd1091636,92b48ee2f99d597171a30fc4a45e81ad,5,,"Agradeço pelo atendimento e pela rápida entrega do produto.Assim continuarei a comprar mais ainda no portal das lannister, pois oferece preços e descontos acessíveis.",2017-05-12 00:00:00,2017-05-16 08:59:48
0721f8245be1ac3baca03ea24c5e0efd,c1ddb9a2ec3bae0156fed0df64910447,4,,,2018-03-29 00:00:00,2018-04-02 19:44:37
072da75a57961ee2ffc6ed7784ed54a6,ebea454f1c906682ce99e01f407a77b4,4,,,2018-06-21 00:00:00,2018-06-22 13:48:44
072f19355cc46435e4f1add4ae71774d,91a5fad6dc3c119cb3dcbc59f22b9f80,3,,boa,2018-02-08 00:00:00,2018-02-09 16:36:34
072fe258f7924366f44bdf3609c74cf5,82b0f8f974cc6e92e6bae6cd7714b712,3,,,2018-08-07 00:00:00,2018-08-07 18:46:30
072ff542e31d30dc5ab5ebe4c1da09be,7a502e545ea55a7ff2a035abd83c6d84,5,,,2017-04-04 00:00:00,2017-04-05 10:59:59
0733626310e0e09fa48b28a454ffa00a,faeeb4eb4150e4e1246627ee36ae6f60,5,,produto excelente,2018-03-30 00:00:00,2018-04-02 18:38:56
0735b219f9537d2fbc80cc75d12d7c56,2a7c1794496ea317e6f88363616ad9e2,2,,O produto era pra ser entregue até 23/01 e até o momento (03/02) ainda não recebi.,2018-02-03 00:00:00,2018-02-03 21:07:40
073c03acc59f9397980ef7748713179e,78e9bbe6fc21f7945284233b6be94154,5,,,2018-03-01 00:00:00,2018-03-02 07:55:34
075996ebab568617d390e34d8191d77b,a1c5606e8638ab41b56420e4c1f4bc21,1,NÃO RECOMENDO,"A EMPRESA RECEBEU O DINHEIRO, NÃO CUMPRIU O PRAZO, E ALEGOU QUE TEVE QUE CANCELAR A VENDA PORQUE NÃO TINHA O PRODUTO EM ESTOQUE. AGORA, VAMOS VER SER VAI DEVOLVER O DINHEIRO RECEBIDO.",2018-06-10 00:00:00,2018-06-11 11:54:16
07620ff09c460acaff8b2b8b8e1c4371,82a3a8f173b1bc8e3b7da00ce95509e0,1,,"Bom Dia peço por gentileza que seja, cancelado produto não chegou, e nenhum aviso de correios, tive que viajar, peco que seja cancelado e valor estornado.Desde já agradeço.
Liliane.",2017-12-19 00:00:00,2017-12-21 12:43:06
076814aa56b6120595b53a093cd0db55,80d25aa9f66c2d419bc422687bb41b85,5,,Recomendo,2018-04-11 00:00:00,2018-04-12 14:32:51
0780eea400c1cb80c0f3a07dadda0ce9,95442deb81a5d91c97c0df96b431634a,5,,,2018-07-27 00:00:00,2018-07-28 11:41:03
0786c820b492cc28936ebd7bb35dd396,2e9d5ee7d598619b69bba815527c91ed,3,,,2018-07-31 00:00:00,2018-08-03 01:37:55
079f3615120db7bc2be5e58f04e86d8c,5dee4f20dad15577d54e207b68b96be7,5,"9,5",#SempreÉbomMelhorar!!!!,2018-06-19 00:00:00,2018-06-19 23:36:07
07ab26407a07643aa51b8151ee47a05c,e1860ce96baa10d7f08d86aaf5927459,5,,,2018-05-12 00:00:00,2018-05-12 20:44:34
07baff5ff2bc9e35a498103833c4f957,aa70246e9f9947e5a9a5e69684afe114,5,,Recebi antes do prazo estipulado e superou as expectativas.,2017-08-29 00:00:00,2017-08-31 22:10:09
07f0a588033ee847b200054c4a05f7cf,d30daca327cb882c3ccccced457f69f8,5,Super recomendo,Material recebido dentro da data prevista.,2018-08-18 00:00:00,2018-08-18 23:06:26
07fd5a2a83da3a36d681696f31544b76,72e57d0b326731ddd25d0d44212a42cb,5,Entrega,"Gostei muito da minha balança digital 
",2018-08-29 00:00:00,2018-08-30 00:38:31
08017e1da2d288e235a66aa7662937d6,fb14d0b924669f4fedd4109bbbfbb736,5,,,2017-05-04 00:00:00,2017-05-05 01:07:56
080d4fd2a99b7dcb4a0dd83577c43df2,604e352bcd3bb9d8932aebf18bc2891d,1,,Fiz a compra no Black Friday com outros dois pedidos. Os outros dois chegaram na semana seguinte enquanto este não chegou até agora.,2017-12-16 00:00:00,2017-12-18 14:26:50
0816ed9e2dfbf75dbede67066bd91bee,db5e341b9a765a33fd41da0b3f0944dc,5,,ótimo produto,2018-02-23 00:00:00,2018-02-26 11:11:11
08185dc847f92f23a986bd3ae5265181,44a7a7517b62c54dff21797684d6425d,4,,Recomendo a todos,2017-09-28 00:00:00,2017-09-29 00:48:08
081e5bf242a51486d8b002593fbbed83,7a04f1c505fcb55b00384ea037f73f24,5,,,2018-08-16 00:00:00,2018-08-19 22:35:28
082c7cb2d5fd14af8f3088e6cff542cc,eb808f17e12419314395e5309b23258b,1,,,2017-12-02 00:00:00,2017-12-04 21:26:26
0860c33044549e03b2f45d348a92fba0,146bde81f92815f59ed9c7d44d8335cd,3,Demora na entrega,sei que isso é culpa do correios q é uma porcaria estatal do Brasil mas é a unica reclamação quanto ao produto tudo ok,2018-05-18 00:00:00,2018-05-20 18:11:24
08be7f8b77f47ecbf8d8dc8686e9eb10,e032067cbea43b5e3d9a4c1ebec40f3d,1,,Até o momento não tive nenhum retorno de uma satisfação pelo atraso na entrega.,2018-01-13 00:00:00,2018-01-13 12:42:30
08c75a83abc0ac9571b001a69fffef29,ac7d1a865466115f5fb92c5437caf6a7,5,,,2018-04-27 00:00:00,2018-04-28 03:29:20
08d38ca6ba537fb19826aa4829ec128c,da633678d6fbb684914e7ed5fe73c290,5,,Chegou antes do prazo e o produto era o que eu esperava. ,2018-02-10 00:00:00,2018-02-11 02:09:05
08eca8afce604a2e8673494e914b6501,81b1ecf11d38a0654a13192ce0fc2e5f,5,,,2017-12-08 00:00:00,2017-12-09 00:42:45
08f7a6425be09df32b0c16f54f35e514,5a082b558a3798d3e36d93bfa8ca1eae,5,,,2018-06-08 00:00:00,2018-06-10 06:32:55
08fa709d8c18d9f94525043ae6d21305,6026ab778a91a44d6099fd3734dfb44a,5,,,2017-11-29 00:00:00,2017-12-03 08:05:06
0918c1736b76ee4ec1bf36f430969922,fcab81c753507a9453c01a1b9e136d2f,5,,,2018-02-09 00:00:00,2018-02-11 23:59:59
0929579516178fa27d424aa42e467d65,e2e8773d11f4499f15349b8f613350a0,4,,,2017-03-08 00:00:00,2017-03-10 22:01:17
092f3d4531ae22f25f6b37e07dc0265c,c1efdd2d9175b13e263d77e6ff0803ff,5,,"Produto conforme descrito, entrega muito rápida.",2017-10-20 00:00:00,2017-10-21 13:51:44
09359f15483ff74b39b195e6863ce370,cd74303942bee59edc3379f0a6433c62,5,,foi rápido recomendo,2018-04-25 00:00:00,2018-04-30 22:11:11
093e023fe40dc062433c8e9fb8b7dc3f,b96cb3fd98ba13f5a573fc64dfe1ee10,1,,"Fiz o pedido de uma referência porém chegou outra.
Estou com dificuldade de resolver o problema.",2017-06-07 00:00:00,2017-06-07 21:42:55
094b5d5ffff5d37b6195b4674ac84362,b5359909123fa03c50bdb0cfed07f098,1,,o PRODUTO NÃO CHEGOU ATÉ HOJE.,2018-01-13 00:00:00,2018-01-14 23:15:02
0976ea0202dd103e807904c08bbb6201,ba1f4cf892df702e9b730cb54d9fb063,5,Super rercomendo,As Lojas lannister sempre entregam o produto corretamente e antes do prazo. ,2018-06-27 00:00:00,2018-06-30 12:14:06
0995b2c5bc7512db28825e7a736a0101,493d1ad7e1ae4e8a6733d84bc34c6b0c,4,Prazo de entrega ,Comprei o quadro na loja targaryen a entrega era de 7 a 9 dias úteis e foi entregue no terceiro dia útil após confirmação de pagamento. Recomendo pela rapidez e produto. ,2018-05-05 00:00:00,2018-05-06 03:17:39
09a5c3dfad7af2f1f6c8454edf20263f,0412356b9ae3ad8db617e892afb02204,5,,,2018-06-30 00:00:00,2018-07-01 03:01:16
